year,sex,age_group,country,mortality_rate
2069,f,53,w,86.5
2070,f,53,w,85.46
1981,f,54,w,269.9
1982,f,54,w,266.75
1983,f,54,w,263.62
1984,f,54,w,260.52
1985,f,54,w,257.44
1986,f,54,w,254.39
1987,f,54,w,251.37
1988,f,54,w,248.38
1989,f,54,w,245.42
1990,f,54,w,242.48
1991,f,54,w,239.58
1992,f,54,w,236.7
1993,f,54,w,233.87
1994,f,54,w,231.06
1995,f,54,w,228.29
1996,f,54,w,225.56
1997,f,54,w,222.85
1998,f,54,w,220.18
1999,f,54,w,217.54
2000,f,54,w,214.93
2001,f,54,w,212.36
2002,f,54,w,209.81
2003,f,54,w,207.3
2004,f,54,w,204.81
2005,f,54,w,202.35
2006,f,54,w,199.93
2007,f,54,w,197.53
2008,f,54,w,195.16
2009,f,54,w,192.82
2010,f,54,w,190.51
2011,f,54,w,188.23
2012,f,54,w,185.97
2013,f,54,w,183.74
2014,f,54,w,181.54
2015,f,54,w,179.36
2016,f,54,w,177.21
2017,f,54,w,175.09
2018,f,54,w,172.99
2019,f,54,w,170.91
2020,f,54,w,168.86
2021,f,54,w,166.84
2022,f,54,w,164.84
2023,f,54,w,162.86
2024,f,54,w,160.91
2025,f,54,w,158.98
2026,f,54,w,157.07
2027,f,54,w,155.19
2028,f,54,w,153.33
2029,f,54,w,151.49
2030,f,54,w,149.67
2031,f,54,w,147.88
2032,f,54,w,146.1
2033,f,54,w,144.35
2034,f,54,w,142.62
2035,f,54,w,140.91
2036,f,54,w,139.22
2037,f,54,w,137.55
2038,f,54,w,135.9
2039,f,54,w,134.27
2040,f,54,w,132.66
2041,f,54,w,131.07
2042,f,54,w,129.5
2043,f,54,w,127.95
2044,f,54,w,126.41
2045,f,54,w,124.9
2046,f,54,w,123.4
2047,f,54,w,121.92
2048,f,54,w,120.46
2049,f,54,w,119.01
2050,f,54,w,117.58
2051,f,54,w,116.17
2052,f,54,w,114.78
2053,f,54,w,113.4
2054,f,54,w,112.04
2055,f,54,w,110.7
2056,f,54,w,109.37
2057,f,54,w,108.06
2058,f,54,w,106.76
2059,f,54,w,105.48
2060,f,54,w,104.22
2061,f,54,w,102.97
2062,f,54,w,101.73
2063,f,54,w,100.51
2064,f,54,w,99.31
2065,f,54,w,98.12
2066,f,54,w,96.94
2067,f,54,w,95.78
2068,f,54,w,94.63
2069,f,54,w,93.49
2070,f,54,w,92.37
1981,f,55,w,293.78
1982,f,55,w,290.34
1983,f,55,w,286.92
1984,f,55,w,283.54
1985,f,55,w,280.18
1986,f,55,w,276.85
1987,f,55,w,273.56
1988,f,55,w,270.29
1989,f,55,w,267.06
1990,f,55,w,263.86
1991,f,55,w,260.7
1992,f,55,w,257.57
1993,f,55,w,254.48
1994,f,55,w,251.43
1995,f,55,w,248.42
1996,f,55,w,245.44
1997,f,55,w,242.5
1998,f,55,w,239.59
1999,f,55,w,236.72
2000,f,55,w,233.88
2001,f,55,w,231.08
2002,f,55,w,228.31
2003,f,55,w,225.57
2004,f,55,w,222.87
2005,f,55,w,220.2
2006,f,55,w,217.56
2007,f,55,w,214.95
2008,f,55,w,212.37
2009,f,55,w,209.83
2010,f,55,w,207.31
2011,f,55,w,204.83
2012,f,55,w,202.37
2013,f,55,w,199.94
2014,f,55,w,197.55
2015,f,55,w,195.18
2016,f,55,w,192.84
2017,f,55,w,190.53
2018,f,55,w,188.24
2019,f,55,w,185.98
2020,f,55,w,183.75
2021,f,55,w,181.55
2022,f,55,w,179.37
2023,f,55,w,177.22
2024,f,55,w,175.1
2025,f,55,w,173.0
2026,f,55,w,170.92
2027,f,55,w,168.88
2028,f,55,w,166.85
2029,f,55,w,164.85
2030,f,55,w,162.87
2031,f,55,w,160.92
2032,f,55,w,158.99
2033,f,55,w,157.08
2034,f,55,w,155.2
2035,f,55,w,153.34
2036,f,55,w,151.5
2037,f,55,w,149.68
2038,f,55,w,147.89
2039,f,55,w,146.11
2040,f,55,w,144.36
2041,f,55,w,142.63
2042,f,55,w,140.92
2043,f,55,w,139.23
2044,f,55,w,137.56
2045,f,55,w,135.91
2046,f,55,w,134.28
2047,f,55,w,132.67
2048,f,55,w,131.08
2049,f,55,w,129.51
2050,f,55,w,127.95
2051,f,55,w,126.42
2052,f,55,w,124.9
2053,f,55,w,123.41
2054,f,55,w,121.93
2055,f,55,w,120.46
2056,f,55,w,119.02
2057,f,55,w,117.59
2058,f,55,w,116.18
2059,f,55,w,114.79
2060,f,55,w,113.41
2061,f,55,w,112.05
2062,f,55,w,110.71
2063,f,55,w,109.38
2064,f,55,w,108.07
2065,f,55,w,106.77
2066,f,55,w,105.49
2067,f,55,w,104.23
2068,f,55,w,102.98
2069,f,55,w,101.74
2070,f,55,w,100.52
1981,f,56,w,323.43
1982,f,56,w,319.66
1983,f,56,w,315.91
1984,f,56,w,312.19
1985,f,56,w,308.5
1986,f,56,w,304.84
1987,f,56,w,301.21
1988,f,56,w,297.61
1989,f,56,w,294.05
1990,f,56,w,290.52
1991,f,56,w,287.04
1992,f,56,w,283.6
1993,f,56,w,280.2
1994,f,56,w,276.84
1995,f,56,w,273.53
1996,f,56,w,270.25
1997,f,56,w,267.01
1998,f,56,w,263.81
1999,f,56,w,260.65
2000,f,56,w,257.52
2001,f,56,w,254.43
2002,f,56,w,251.39
2003,f,56,w,248.37
2004,f,56,w,245.39
2005,f,56,w,242.45
2006,f,56,w,239.55
2007,f,56,w,236.68
2008,f,56,w,233.84
2009,f,56,w,231.04
2010,f,56,w,228.27
2011,f,56,w,225.53
2012,f,56,w,222.83
2013,f,56,w,220.15
2014,f,56,w,217.51
2015,f,56,w,214.91
2016,f,56,w,212.33
2017,f,56,w,209.79
2018,f,56,w,207.27
2019,f,56,w,204.79
2020,f,56,w,202.33
2021,f,56,w,199.9
2022,f,56,w,197.51
2023,f,56,w,195.14
2024,f,56,w,192.8
2025,f,56,w,190.49
2026,f,56,w,188.2
2027,f,56,w,185.95
2028,f,56,w,183.72
2029,f,56,w,181.52
2030,f,56,w,179.34
2031,f,56,w,177.19
2032,f,56,w,175.06
2033,f,56,w,172.96
2034,f,56,w,170.89
2035,f,56,w,168.84
2036,f,56,w,166.82
2037,f,56,w,164.82
2038,f,56,w,162.84
2039,f,56,w,160.89
2040,f,56,w,158.96
2041,f,56,w,157.05
2042,f,56,w,155.17
2043,f,56,w,153.31
2044,f,56,w,151.47
2045,f,56,w,149.65
2046,f,56,w,147.86
2047,f,56,w,146.09
2048,f,56,w,144.33
2049,f,56,w,142.6
2050,f,56,w,140.89
2051,f,56,w,139.2
2052,f,56,w,137.53
2053,f,56,w,135.88
2054,f,56,w,134.25
2055,f,56,w,132.64
2056,f,56,w,131.05
2057,f,56,w,129.48
2058,f,56,w,127.93
2059,f,56,w,126.39
2060,f,56,w,124.88
2061,f,56,w,123.38
2062,f,56,w,121.9
2063,f,56,w,120.44
2064,f,56,w,118.99
2065,f,56,w,117.57
2066,f,56,w,116.16
2067,f,56,w,114.76
2068,f,56,w,113.39
2069,f,56,w,112.03
2070,f,56,w,110.68
1981,f,57,w,354.14
1982,f,57,w,350.05
1983,f,57,w,345.97
1984,f,57,w,341.92
1985,f,57,w,337.88
1986,f,57,w,333.87
1987,f,57,w,329.89
1988,f,57,w,325.94
1989,f,57,w,322.04
1990,f,57,w,318.18
1991,f,57,w,314.36
1992,f,57,w,310.6
1993,f,57,w,306.87
1994,f,57,w,303.2
1995,f,57,w,299.56
1996,f,57,w,295.97
1997,f,57,w,292.43
1998,f,57,w,288.92
1999,f,57,w,285.46
2000,f,57,w,282.04
2001,f,57,w,278.66
2002,f,57,w,275.32
2003,f,57,w,272.02
2004,f,57,w,268.76
2005,f,57,w,265.54
2006,f,57,w,262.35
2007,f,57,w,259.21
2008,f,57,w,256.1
2009,f,57,w,253.03
2010,f,57,w,250.0
2011,f,57,w,247.0
2012,f,57,w,244.04
2013,f,57,w,241.12
2014,f,57,w,238.23
2015,f,57,w,235.37
2016,f,57,w,232.55
2017,f,57,w,229.76
2018,f,57,w,227.01
2019,f,57,w,224.29
2020,f,57,w,221.6
2021,f,57,w,218.94
2022,f,57,w,216.32
2023,f,57,w,213.72
2024,f,57,w,211.16
2025,f,57,w,208.63
2026,f,57,w,206.13
2027,f,57,w,203.66
2028,f,57,w,201.21
2029,f,57,w,198.8
2030,f,57,w,196.42
2031,f,57,w,194.06
2032,f,57,w,191.74
2033,f,57,w,189.44
2034,f,57,w,187.17
2035,f,57,w,184.92
2036,f,57,w,182.71
2037,f,57,w,180.51
2038,f,57,w,178.35
2039,f,57,w,176.21
2040,f,57,w,174.1
2041,f,57,w,172.01
2042,f,57,w,169.95
2043,f,57,w,167.91
2044,f,57,w,165.9
2045,f,57,w,163.91
2046,f,57,w,161.94
2047,f,57,w,160.0
2048,f,57,w,158.08
2049,f,57,w,156.19
2050,f,57,w,154.31
2051,f,57,w,152.46
2052,f,57,w,150.63
2053,f,57,w,148.83
2054,f,57,w,147.04
2055,f,57,w,145.28
2056,f,57,w,143.54
2057,f,57,w,141.82
2058,f,57,w,140.12
2059,f,57,w,138.44
2060,f,57,w,136.78
2061,f,57,w,135.13
2062,f,57,w,133.51
2063,f,57,w,131.91
2064,f,57,w,130.33
2065,f,57,w,128.77
2066,f,57,w,127.22
2067,f,57,w,125.7
2068,f,57,w,124.19
2069,f,57,w,122.7
2070,f,57,w,121.23
1981,f,58,w,387.17
1982,f,58,w,382.68
1983,f,58,w,378.21
1984,f,58,w,373.77
1985,f,58,w,369.34
1986,f,58,w,364.94
1987,f,58,w,360.57
1988,f,58,w,356.25
1989,f,58,w,351.98
1990,f,58,w,347.76
1991,f,58,w,343.6
1992,f,58,w,339.48
1993,f,58,w,335.41
1994,f,58,w,331.39
1995,f,58,w,327.42
1996,f,58,w,323.5
1997,f,58,w,319.62
1998,f,58,w,315.79
1999,f,58,w,312.01
2000,f,58,w,308.27
2001,f,58,w,304.58
2002,f,58,w,300.93
2003,f,58,w,297.32
2004,f,58,w,293.76
2005,f,58,w,290.24
2006,f,58,w,286.76
2007,f,58,w,283.32
2008,f,58,w,279.93
2009,f,58,w,276.57
2010,f,58,w,273.26
2011,f,58,w,269.98
2012,f,58,w,266.74
2013,f,58,w,263.55
2014,f,58,w,260.39
2015,f,58,w,257.27
2016,f,58,w,254.18
2017,f,58,w,251.14
2018,f,58,w,248.13
2019,f,58,w,245.15
2020,f,58,w,242.21
2021,f,58,w,239.31
2022,f,58,w,236.44
2023,f,58,w,233.61
2024,f,58,w,230.81
2025,f,58,w,228.04
2026,f,58,w,225.31
2027,f,58,w,222.6
2028,f,58,w,219.94
2029,f,58,w,217.3
2030,f,58,w,214.69
2031,f,58,w,212.12
2032,f,58,w,209.58
2033,f,58,w,207.06
2034,f,58,w,204.58
2035,f,58,w,202.13
2036,f,58,w,199.71
2037,f,58,w,197.31
2038,f,58,w,194.95
2039,f,58,w,192.61
2040,f,58,w,190.3
2041,f,58,w,188.02
2042,f,58,w,185.76
2043,f,58,w,183.54
2044,f,58,w,181.34
2045,f,58,w,179.16
2046,f,58,w,177.01
2047,f,58,w,174.89
2048,f,58,w,172.79
2049,f,58,w,170.72
2050,f,58,w,168.67
2051,f,58,w,166.65
2052,f,58,w,164.65
2053,f,58,w,162.68
2054,f,58,w,160.73
2055,f,58,w,158.8
2056,f,58,w,156.9
2057,f,58,w,155.02
2058,f,58,w,153.16
2059,f,58,w,151.32
2060,f,58,w,149.5
2061,f,58,w,147.71
2062,f,58,w,145.94
2063,f,58,w,144.19
2064,f,58,w,142.46
2065,f,58,w,140.75
2066,f,58,w,139.07
2067,f,58,w,137.4
2068,f,58,w,135.75
2069,f,58,w,134.12
2070,f,58,w,132.51
1981,f,59,w,422.96
1982,f,59,w,418.04
1983,f,59,w,413.14
1984,f,59,w,408.26
1985,f,59,w,403.4
1986,f,59,w,398.57
1987,f,59,w,393.8
1988,f,59,w,389.08
1989,f,59,w,384.42
1990,f,59,w,379.81
1991,f,59,w,375.26
1992,f,59,w,370.77
1993,f,59,w,366.33
1994,f,59,w,361.94
1995,f,59,w,357.6
1996,f,59,w,353.32
1997,f,59,w,349.08
1998,f,59,w,344.9
1999,f,59,w,340.77
2000,f,59,w,336.69
2001,f,59,w,332.65
2002,f,59,w,328.67
2003,f,59,w,324.73
2004,f,59,w,320.84
2005,f,59,w,316.99
2006,f,59,w,313.19
2007,f,59,w,309.44
2008,f,59,w,305.73
2009,f,59,w,302.07
2010,f,59,w,298.45
2011,f,59,w,294.87
2012,f,59,w,291.34
2013,f,59,w,287.85
2014,f,59,w,284.4
2015,f,59,w,280.99
2016,f,59,w,277.62
2017,f,59,w,274.29
2018,f,59,w,271.0
2019,f,59,w,267.76
2020,f,59,w,264.55
2021,f,59,w,261.38
2022,f,59,w,258.24
2023,f,59,w,255.15
2024,f,59,w,252.09
2025,f,59,w,249.07
2026,f,59,w,246.08
2027,f,59,w,243.13
2028,f,59,w,240.22
2029,f,59,w,237.34
2030,f,59,w,234.49
2031,f,59,w,231.68
2032,f,59,w,228.9
2033,f,59,w,226.16
2034,f,59,w,223.45
2035,f,59,w,220.77
2036,f,59,w,218.12
2037,f,59,w,215.51
2038,f,59,w,212.93
2039,f,59,w,210.37
2040,f,59,w,207.85
2041,f,59,w,205.36
2042,f,59,w,202.9
2043,f,59,w,200.46
2044,f,59,w,198.06
2045,f,59,w,195.69
2046,f,59,w,193.34
2047,f,59,w,191.02
2048,f,59,w,188.73
2049,f,59,w,186.47
2050,f,59,w,184.23
2051,f,59,w,182.02
2052,f,59,w,179.84
2053,f,59,w,177.68
2054,f,59,w,175.55
2055,f,59,w,173.45
2056,f,59,w,171.37
2057,f,59,w,169.31
2058,f,59,w,167.28
2059,f,59,w,165.28
2060,f,59,w,163.3
2061,f,59,w,161.34
2062,f,59,w,159.4
2063,f,59,w,157.49
2064,f,59,w,155.6
2065,f,59,w,153.74
2066,f,59,w,151.89
2067,f,59,w,150.07
2068,f,59,w,148.27
2069,f,59,w,146.5
2070,f,59,w,144.74
1981,f,60,w,456.84
1982,f,60,w,451.5
1983,f,60,w,446.18
1984,f,60,w,440.87
1985,f,60,w,435.6
1986,f,60,w,430.38
1987,f,60,w,425.23
1988,f,60,w,420.13
1989,f,60,w,415.1
1990,f,60,w,410.13
1991,f,60,w,405.22
1992,f,60,w,400.36
1993,f,60,w,395.57
1994,f,60,w,390.83
1995,f,60,w,386.15
1996,f,60,w,381.52
1997,f,60,w,376.95
1998,f,60,w,372.43
1999,f,60,w,367.97
2000,f,60,w,363.56
2001,f,60,w,359.21
2002,f,60,w,354.9
2003,f,60,w,350.65
2004,f,60,w,346.45
2005,f,60,w,342.3
2006,f,60,w,338.2
2007,f,60,w,334.15
2008,f,60,w,330.14
2009,f,60,w,326.19
2010,f,60,w,322.28
2011,f,60,w,318.42
2012,f,60,w,314.6
2013,f,60,w,310.83
2014,f,60,w,307.11
2015,f,60,w,303.43
2016,f,60,w,299.79
2017,f,60,w,296.2
2018,f,60,w,292.65
2019,f,60,w,289.14
2020,f,60,w,285.67
2021,f,60,w,282.25
2022,f,60,w,278.87
2023,f,60,w,275.53
2024,f,60,w,272.22
2025,f,60,w,268.96
2026,f,60,w,265.74
2027,f,60,w,262.55
2028,f,60,w,259.4
2029,f,60,w,256.3
2030,f,60,w,253.22
2031,f,60,w,250.19
2032,f,60,w,247.19
2033,f,60,w,244.23
2034,f,60,w,241.3
2035,f,60,w,238.41
2036,f,60,w,235.55
2037,f,60,w,232.72
2038,f,60,w,229.93
2039,f,60,w,227.18
2040,f,60,w,224.46
2041,f,60,w,221.76
2042,f,60,w,219.11
2043,f,60,w,216.48
2044,f,60,w,213.88
2045,f,60,w,211.32
2046,f,60,w,208.79
2047,f,60,w,206.28
2048,f,60,w,203.81
2049,f,60,w,201.37
2050,f,60,w,198.95
2051,f,60,w,196.57
2052,f,60,w,194.21
2053,f,60,w,191.88
2054,f,60,w,189.58
2055,f,60,w,187.31
2056,f,60,w,185.06
2057,f,60,w,182.84
2058,f,60,w,180.65
2059,f,60,w,178.48
2060,f,60,w,176.34
2061,f,60,w,174.23
2062,f,60,w,172.14
2063,f,60,w,170.08
2064,f,60,w,168.04
2065,f,60,w,166.02
2066,f,60,w,164.03
2067,f,60,w,162.07
2068,f,60,w,160.12
2069,f,60,w,158.2
2070,f,60,w,156.31
1981,f,61,w,494.14
1982,f,61,w,488.33
1983,f,61,w,482.53
1984,f,61,w,476.76
1985,f,61,w,471.05
1986,f,61,w,465.41
1987,f,61,w,459.84
1988,f,61,w,454.33
1989,f,61,w,448.89
1990,f,61,w,443.52
1991,f,61,w,438.2
1992,f,61,w,432.96
1993,f,61,w,427.77
1994,f,61,w,422.65
1995,f,61,w,417.58
1996,f,61,w,412.58
1997,f,61,w,407.64
1998,f,61,w,402.76
1999,f,61,w,397.93
2000,f,61,w,393.17
2001,f,61,w,388.46
2002,f,61,w,383.8
2003,f,61,w,379.21
2004,f,61,w,374.66
2005,f,61,w,370.17
2006,f,61,w,365.74
2007,f,61,w,361.36
2008,f,61,w,357.03
2009,f,61,w,352.75
2010,f,61,w,348.52
2011,f,61,w,344.35
2012,f,61,w,340.22
2013,f,61,w,336.15
2014,f,61,w,332.12
2015,f,61,w,328.14
2016,f,61,w,324.21
2017,f,61,w,320.32
2018,f,61,w,316.48
2019,f,61,w,312.69
2020,f,61,w,308.94
2021,f,61,w,305.24
2022,f,61,w,301.58
2023,f,61,w,297.97
2024,f,61,w,294.4
2025,f,61,w,290.87
2026,f,61,w,287.38
2027,f,61,w,283.94
2028,f,61,w,280.54
2029,f,61,w,277.17
2030,f,61,w,273.85
2031,f,61,w,270.57
2032,f,61,w,267.33
2033,f,61,w,264.12
2034,f,61,w,260.96
2035,f,61,w,257.83
2036,f,61,w,254.74
2037,f,61,w,251.69
2038,f,61,w,248.67
2039,f,61,w,245.69
2040,f,61,w,242.74
2041,f,61,w,239.83
2042,f,61,w,236.96
2043,f,61,w,234.12
2044,f,61,w,231.31
2045,f,61,w,228.54
2046,f,61,w,225.8
2047,f,61,w,223.09
2048,f,61,w,220.42
2049,f,61,w,217.78
2050,f,61,w,215.16
2051,f,61,w,212.59
2052,f,61,w,210.04
2053,f,61,w,207.52
2054,f,61,w,205.03
2055,f,61,w,202.57
2056,f,61,w,200.14
2057,f,61,w,197.74
2058,f,61,w,195.37
2059,f,61,w,193.03
2060,f,61,w,190.72
2061,f,61,w,188.43
2062,f,61,w,186.17
2063,f,61,w,183.94
2064,f,61,w,181.73
2065,f,61,w,179.55
2066,f,61,w,177.4
2067,f,61,w,175.27
2068,f,61,w,173.17
2069,f,61,w,171.1
2070,f,61,w,169.05
1981,f,62,w,533.67
1982,f,62,w,527.33
1983,f,62,w,521.03
1984,f,62,w,514.79
1985,f,62,w,508.63
1986,f,62,w,502.54
1987,f,62,w,496.52
1988,f,62,w,490.57
1989,f,62,w,484.7
1990,f,62,w,478.9
1991,f,62,w,473.16
1992,f,62,w,467.5
1993,f,62,w,461.9
1994,f,62,w,456.37
1995,f,62,w,450.9
1996,f,62,w,445.5
1997,f,62,w,440.17
1998,f,62,w,434.89
1999,f,62,w,429.68
2000,f,62,w,424.54
2001,f,62,w,419.45
2002,f,62,w,414.43
2003,f,62,w,409.47
2004,f,62,w,404.56
2005,f,62,w,399.71
2006,f,62,w,394.93
2007,f,62,w,390.2
2008,f,62,w,385.52
2009,f,62,w,380.9
2010,f,62,w,376.34
2011,f,62,w,371.83
2012,f,62,w,367.38
2013,f,62,w,362.98
2014,f,62,w,358.63
2015,f,62,w,354.33
2016,f,62,w,350.09
2017,f,62,w,345.89
2018,f,62,w,341.75
2019,f,62,w,337.65
2020,f,62,w,333.61
2021,f,62,w,329.61
2022,f,62,w,325.66
2023,f,62,w,321.76
2024,f,62,w,317.9
2025,f,62,w,314.09
2026,f,62,w,310.33
2027,f,62,w,306.61
2028,f,62,w,302.93
2029,f,62,w,299.3
2030,f,62,w,295.72
2031,f,62,w,292.17
2032,f,62,w,288.67
2033,f,62,w,285.21
2034,f,62,w,281.79
2035,f,62,w,278.42
2036,f,62,w,275.08
2037,f,62,w,271.78
2038,f,62,w,268.53
2039,f,62,w,265.31
2040,f,62,w,262.13
2041,f,62,w,258.99
2042,f,62,w,255.88
2043,f,62,w,252.81
2044,f,62,w,249.78
2045,f,62,w,246.79
2046,f,62,w,243.83
2047,f,62,w,240.91
2048,f,62,w,238.02
2049,f,62,w,235.17
2050,f,62,w,232.35
2051,f,62,w,229.56
2052,f,62,w,226.81
2053,f,62,w,224.09
2054,f,62,w,221.41
2055,f,62,w,218.75
2056,f,62,w,216.13
2057,f,62,w,213.54
2058,f,62,w,210.98
2059,f,62,w,208.45
2060,f,62,w,205.95
2061,f,62,w,203.48
2062,f,62,w,201.04
2063,f,62,w,198.63
2064,f,62,w,196.25
2065,f,62,w,193.9
2066,f,62,w,191.57
2067,f,62,w,189.28
2068,f,62,w,187.01
2069,f,62,w,184.76
2070,f,62,w,182.55
1981,f,63,w,575.36
1982,f,63,w,568.49
1983,f,63,w,561.68
1984,f,63,w,554.96
1985,f,63,w,548.32
1986,f,63,w,541.75
1987,f,63,w,535.27
1988,f,63,w,528.86
1989,f,63,w,522.53
1990,f,63,w,516.27
1991,f,63,w,510.09
1992,f,63,w,503.99
1993,f,63,w,497.95
1994,f,63,w,491.99
1995,f,63,w,486.1
1996,f,63,w,480.28
1997,f,63,w,474.53
1998,f,63,w,468.84
1999,f,63,w,463.23
2000,f,63,w,457.68
2001,f,63,w,452.2
2002,f,63,w,446.79
2003,f,63,w,441.43
2004,f,63,w,436.15
2005,f,63,w,430.92
2006,f,63,w,425.76
2007,f,63,w,420.66
2008,f,63,w,415.62
2009,f,63,w,410.65
2010,f,63,w,405.73
2011,f,63,w,400.87
2012,f,63,w,396.07
2013,f,63,w,391.32
2014,f,63,w,386.63
2015,f,63,w,382.0
2016,f,63,w,377.43
2017,f,63,w,372.9
2018,f,63,w,368.44
2019,f,63,w,364.02
2020,f,63,w,359.66
2021,f,63,w,355.35
2022,f,63,w,351.1
2023,f,63,w,346.89
2024,f,63,w,342.73
2025,f,63,w,338.63
2026,f,63,w,334.57
2027,f,63,w,330.56
2028,f,63,w,326.6
2029,f,63,w,322.68
2030,f,63,w,318.82
2031,f,63,w,315.0
2032,f,63,w,311.22
2033,f,63,w,307.49
2034,f,63,w,303.81
2035,f,63,w,300.17
2036,f,63,w,296.57
2037,f,63,w,293.02
2038,f,63,w,289.5
2039,f,63,w,286.04
2040,f,63,w,282.61
2041,f,63,w,279.22
2042,f,63,w,275.87
2043,f,63,w,272.57
2044,f,63,w,269.3
2045,f,63,w,266.07
2046,f,63,w,262.88
2047,f,63,w,259.73
2048,f,63,w,256.62
2049,f,63,w,253.54
2050,f,63,w,250.5
2051,f,63,w,247.5
2052,f,63,w,244.54
2053,f,63,w,241.6
2054,f,63,w,238.71
2055,f,63,w,235.85
2056,f,63,w,233.02
2057,f,63,w,230.23
2058,f,63,w,227.47
2059,f,63,w,224.74
2060,f,63,w,222.05
2061,f,63,w,219.38
2062,f,63,w,216.75
2063,f,63,w,214.16
2064,f,63,w,211.59
2065,f,63,w,209.05
2066,f,63,w,206.55
2067,f,63,w,204.07
2068,f,63,w,201.62
2069,f,63,w,199.21
2070,f,63,w,196.82
1981,f,64,w,619.66
1982,f,64,w,612.25
1983,f,64,w,604.92
1984,f,64,w,597.68
1985,f,64,w,590.53
1986,f,64,w,583.46
1987,f,64,w,576.48
1988,f,64,w,569.58
1989,f,64,w,562.76
1990,f,64,w,556.02
1991,f,64,w,549.37
1992,f,64,w,542.79
1993,f,64,w,536.29
1994,f,64,w,529.87
1995,f,64,w,523.53
1996,f,64,w,517.26
1997,f,64,w,511.07
1998,f,64,w,504.95
1999,f,64,w,498.9
2000,f,64,w,492.93
2001,f,64,w,487.03
2002,f,64,w,481.2
2003,f,64,w,475.43
2004,f,64,w,469.74
2005,f,64,w,464.12
2006,f,64,w,458.56
2007,f,64,w,453.07
2008,f,64,w,447.64
2009,f,64,w,442.28
2010,f,64,w,436.98
2011,f,64,w,431.75
2012,f,64,w,426.58
2013,f,64,w,421.47
2014,f,64,w,416.42
2015,f,64,w,411.43
2016,f,64,w,406.5
2017,f,64,w,401.64
2018,f,64,w,396.82
2019,f,64,w,392.07
2020,f,64,w,387.37
2021,f,64,w,382.73
2022,f,64,w,378.15
2023,f,64,w,373.62
2024,f,64,w,369.14
2025,f,64,w,364.72
2026,f,64,w,360.35
2027,f,64,w,356.03
2028,f,64,w,351.77
2029,f,64,w,347.55
2030,f,64,w,343.39
2031,f,64,w,339.27
2032,f,64,w,335.21
2033,f,64,w,331.19
2034,f,64,w,327.22
2035,f,64,w,323.3
2036,f,64,w,319.43
2037,f,64,w,315.6
2038,f,64,w,311.82
2039,f,64,w,308.08
2040,f,64,w,304.39
2041,f,64,w,300.74
2042,f,64,w,297.14
2043,f,64,w,293.58
2044,f,64,w,290.06
2045,f,64,w,286.58
2046,f,64,w,283.15
2047,f,64,w,279.76
2048,f,64,w,276.4
2049,f,64,w,273.09
2050,f,64,w,269.82
2051,f,64,w,266.58
2052,f,64,w,263.39
2053,f,64,w,260.23
2054,f,64,w,257.11
2055,f,64,w,254.03
2056,f,64,w,250.98
2057,f,64,w,247.98
2058,f,64,w,245.0
2059,f,64,w,242.07
2060,f,64,w,239.17
2061,f,64,w,236.3
2062,f,64,w,233.47
2063,f,64,w,230.67
2064,f,64,w,227.9
2065,f,64,w,225.17
2066,f,64,w,222.47
2067,f,64,w,219.81
2068,f,64,w,217.17
2069,f,64,w,214.57
2070,f,64,w,212.0
1981,f,65,w,670.34
1982,f,65,w,662.32
1983,f,65,w,654.4
1984,f,65,w,646.57
1985,f,65,w,638.83
1986,f,65,w,631.19
1987,f,65,w,623.63
1988,f,65,w,616.17
1989,f,65,w,608.8
1990,f,65,w,601.51
1991,f,65,w,594.31
1992,f,65,w,587.2
1993,f,65,w,580.17
1994,f,65,w,573.23
1995,f,65,w,566.36
1996,f,65,w,559.59
1997,f,65,w,552.89
1998,f,65,w,546.27
1999,f,65,w,539.73
2000,f,65,w,533.27
2001,f,65,w,526.88
2002,f,65,w,520.58
2003,f,65,w,514.34
2004,f,65,w,508.19
2005,f,65,w,502.1
2006,f,65,w,496.09
2007,f,65,w,490.15
2008,f,65,w,484.28
2009,f,65,w,478.48
2010,f,65,w,472.75
2011,f,65,w,467.09
2012,f,65,w,461.5
2013,f,65,w,455.97
2014,f,65,w,450.51
2015,f,65,w,445.11
2016,f,65,w,439.78
2017,f,65,w,434.52
2018,f,65,w,429.31
2019,f,65,w,424.17
2020,f,65,w,419.09
2021,f,65,w,414.07
2022,f,65,w,409.11
2023,f,65,w,404.21
2024,f,65,w,399.37
2025,f,65,w,394.58
2026,f,65,w,389.86
2027,f,65,w,385.19
2028,f,65,w,380.57
2029,f,65,w,376.01
2030,f,65,w,371.51
2031,f,65,w,367.06
2032,f,65,w,362.66
2033,f,65,w,358.32
2034,f,65,w,354.02
2035,f,65,w,349.78
2036,f,65,w,345.59
2037,f,65,w,341.45
2038,f,65,w,337.36
2039,f,65,w,333.32
2040,f,65,w,329.32
2041,f,65,w,325.38
2042,f,65,w,321.48
2043,f,65,w,317.62
2044,f,65,w,313.82
2045,f,65,w,310.06
2046,f,65,w,306.34
2047,f,65,w,302.67
2048,f,65,w,299.04
2049,f,65,w,295.46
2050,f,65,w,291.92
2051,f,65,w,288.42
2052,f,65,w,284.96
2053,f,65,w,281.55
2054,f,65,w,278.17
2055,f,65,w,274.84
2056,f,65,w,271.55
2057,f,65,w,268.29
2058,f,65,w,265.08
2059,f,65,w,261.9
2060,f,65,w,258.76
2061,f,65,w,255.66
2062,f,65,w,252.59
2063,f,65,w,249.57
