year,sex,age_group,country,mortality_rate
1981,m,0,e,1250.92
1982,m,0,e,1223.08
1983,m,0,e,1133.52
1984,m,0,e,1064.97
1985,m,0,e,1035.76
1986,m,0,e,1100.49
1987,m,0,e,1044.12
1988,m,0,e,1034.61
1989,m,0,e,962.52
1990,m,0,e,896.01
1991,m,0,e,828.98
1992,m,0,e,739.24
1993,m,0,e,703.15
1994,m,0,e,686.34
1995,m,0,e,685.41
1996,m,0,e,693.06
1997,m,0,e,651.97
1998,m,0,e,631.77
1999,m,0,e,646.16
2000,m,0,e,613.06
2001,m,0,e,593.81
2002,m,0,e,605.19
2003,m,0,e,582.5
2004,m,0,e,554.33
2005,m,0,e,571.84
2006,m,0,e,551.76
2007,m,0,e,530.09
2008,m,0,e,532.32
2009,m,0,e,513.96
2010,m,0,e,466.92
2011,m,0,e,498.1
2012,m,0,e,460.87
2013,m,0,e,443.24
2014,m,0,e,406.75
2015,m,0,e,441.86
2016,m,0,e,423.68
2017,m,0,e,436.07
2018,m,0,e,424.25
2019,m,0,e,433.22
2020,m,0,e,415.44
2021,m,0,e,370.03
2022,m,0,e,371.7
2023,m,0,e,363.91
2024,m,0,e,356.45
2025,m,0,e,349.32
2026,m,0,e,342.5
2027,m,0,e,335.97
2028,m,0,e,329.73
2029,m,0,e,323.75
2030,m,0,e,318.04
2031,m,0,e,312.56
2032,m,0,e,307.32
2033,m,0,e,302.3
2034,m,0,e,297.49
2035,m,0,e,292.89
2036,m,0,e,288.47
2037,m,0,e,284.24
2038,m,0,e,280.19
2039,m,0,e,276.3
2040,m,0,e,272.57
2041,m,0,e,268.98
2042,m,0,e,265.54
2043,m,0,e,262.22
2044,m,0,e,259.01
2045,m,0,e,255.89
2046,m,0,e,252.83
2047,m,0,e,249.8
2048,m,0,e,246.8
2049,m,0,e,243.84
2050,m,0,e,240.92
2051,m,0,e,238.03
2052,m,0,e,235.18
2053,m,0,e,232.36
2054,m,0,e,229.58
2055,m,0,e,226.82
2056,m,0,e,224.11
2057,m,0,e,221.42
2058,m,0,e,218.76
2059,m,0,e,216.14
2060,m,0,e,213.55
2061,m,0,e,210.99
2062,m,0,e,208.46
2063,m,0,e,205.96
2064,m,0,e,203.49
2065,m,0,e,201.05
2066,m,0,e,198.64
2067,m,0,e,196.26
2068,m,0,e,193.91
2069,m,0,e,191.59
2070,m,0,e,189.29
1981,m,1,e,87.25
1982,m,1,e,72.69
1983,m,1,e,82.77
1984,m,1,e,77.73
1985,m,1,e,68.69
1986,m,1,e,70.51
1987,m,1,e,74.31
1988,m,1,e,70.65
1989,m,1,e,68.78
1990,m,1,e,65.77
1991,m,1,e,53.18
1992,m,1,e,57.36
1993,m,1,e,53.08
1994,m,1,e,45.0
1995,m,1,e,51.91
1996,m,1,e,55.39
1997,m,1,e,50.91
1998,m,1,e,53.47
1999,m,1,e,44.47
2000,m,1,e,43.39
2001,m,1,e,47.16
2002,m,1,e,37.5
2003,m,1,e,41.81
2004,m,1,e,41.24
2005,m,1,e,41.18
2006,m,1,e,42.44
2007,m,1,e,36.31
2008,m,1,e,30.89
2009,m,1,e,34.15
2010,m,1,e,35.86
2011,m,1,e,33.92
2012,m,1,e,32.78
2013,m,1,e,36.56
2014,m,1,e,29.33
2015,m,1,e,26.75
2016,m,1,e,24.68
2017,m,1,e,25.75
2018,m,1,e,22.44
2019,m,1,e,21.2
2020,m,1,e,34.07
2021,m,1,e,34.22
2022,m,1,e,33.5
2023,m,1,e,32.81
2024,m,1,e,32.15
2025,m,1,e,31.52
2026,m,1,e,30.91
2027,m,1,e,30.34
2028,m,1,e,29.78
2029,m,1,e,29.26
2030,m,1,e,28.75
2031,m,1,e,28.27
2032,m,1,e,27.8
2033,m,1,e,27.36
2034,m,1,e,26.93
2035,m,1,e,26.53
2036,m,1,e,26.14
2037,m,1,e,25.76
2038,m,1,e,25.4
2039,m,1,e,25.06
2040,m,1,e,24.73
2041,m,1,e,24.41
2042,m,1,e,24.11
2043,m,1,e,23.81
2044,m,1,e,23.52
2045,m,1,e,23.24
2046,m,1,e,22.96
2047,m,1,e,22.69
2048,m,1,e,22.42
2049,m,1,e,22.15
2050,m,1,e,21.88
2051,m,1,e,21.62
2052,m,1,e,21.36
2053,m,1,e,21.1
2054,m,1,e,20.85
2055,m,1,e,20.6
2056,m,1,e,20.35
2057,m,1,e,20.11
2058,m,1,e,19.87
2059,m,1,e,19.63
2060,m,1,e,19.39
2061,m,1,e,19.16
2062,m,1,e,18.93
2063,m,1,e,18.7
2064,m,1,e,18.48
2065,m,1,e,18.26
2066,m,1,e,18.04
2067,m,1,e,17.82
2068,m,1,e,17.61
2069,m,1,e,17.4
2070,m,1,e,17.19
1981,m,2,e,48.81
1982,m,2,e,43.32
1983,m,2,e,52.18
1984,m,2,e,43.64
1985,m,2,e,46.02
1986,m,2,e,43.67
1987,m,2,e,46.54
1988,m,2,e,43.29
1989,m,2,e,36.95
1990,m,2,e,33.97
1991,m,2,e,36.49
1992,m,2,e,31.28
1993,m,2,e,29.93
1994,m,2,e,30.45
1995,m,2,e,30.6
1996,m,2,e,33.8
1997,m,2,e,33.29
1998,m,2,e,27.46
1999,m,2,e,26.99
2000,m,2,e,26.57
2001,m,2,e,26.07
2002,m,2,e,23.91
2003,m,2,e,22.95
2004,m,2,e,22.31
2005,m,2,e,29.54
2006,m,2,e,19.0
2007,m,2,e,18.76
2008,m,2,e,19.11
2009,m,2,e,20.33
2010,m,2,e,17.96
2011,m,2,e,17.84
2012,m,2,e,16.12
2013,m,2,e,16.13
2014,m,2,e,12.37
2015,m,2,e,14.13
2016,m,2,e,12.37
2017,m,2,e,13.2
2018,m,2,e,12.91
2019,m,2,e,10.78
2020,m,2,e,10.8
2021,m,2,e,10.54
2022,m,2,e,10.29
2023,m,2,e,10.06
2024,m,2,e,9.83
2025,m,2,e,9.62
2026,m,2,e,9.42
2027,m,2,e,9.23
2028,m,2,e,9.05
2029,m,2,e,8.88
2030,m,2,e,8.72
2031,m,2,e,8.56
2032,m,2,e,8.41
2033,m,2,e,8.27
2034,m,2,e,8.14
2035,m,2,e,8.01
2036,m,2,e,7.89
2037,m,2,e,7.78
2038,m,2,e,7.67
2039,m,2,e,7.56
2040,m,2,e,7.47
2041,m,2,e,7.37
2042,m,2,e,7.28
2043,m,2,e,7.19
2044,m,2,e,7.11
2045,m,2,e,7.02
2046,m,2,e,6.94
2047,m,2,e,6.85
2048,m,2,e,6.77
2049,m,2,e,6.69
2050,m,2,e,6.61
2051,m,2,e,6.53
2052,m,2,e,6.45
2053,m,2,e,6.37
2054,m,2,e,6.3
2055,m,2,e,6.22
2056,m,2,e,6.15
2057,m,2,e,6.07
2058,m,2,e,6.0
2059,m,2,e,5.93
2060,m,2,e,5.86
2061,m,2,e,5.79
2062,m,2,e,5.72
2063,m,2,e,5.65
2064,m,2,e,5.58
2065,m,2,e,5.51
2066,m,2,e,5.45
2067,m,2,e,5.38
2068,m,2,e,5.32
2069,m,2,e,5.25
2070,m,2,e,5.19
1981,m,3,e,41.84
1982,m,3,e,39.54
1983,m,3,e,35.75
1984,m,3,e,30.32
1985,m,3,e,34.43
1986,m,3,e,34.07
1987,m,3,e,33.03
1988,m,3,e,33.42
1989,m,3,e,25.03
1990,m,3,e,26.39
1991,m,3,e,21.23
1992,m,3,e,24.65
1993,m,3,e,22.51
1994,m,3,e,21.16
1995,m,3,e,22.96
1996,m,3,e,21.21
1997,m,3,e,18.59
1998,m,3,e,17.35
1999,m,3,e,15.27
2000,m,3,e,21.0
2001,m,3,e,20.75
2002,m,3,e,17.3
2003,m,3,e,14.86
2004,m,3,e,17.36
2005,m,3,e,17.02
2006,m,3,e,11.19
2007,m,3,e,15.08
2008,m,3,e,11.44
2009,m,3,e,11.13
2010,m,3,e,11.23
2011,m,3,e,14.05
2012,m,3,e,12.69
2013,m,3,e,13.47
2014,m,3,e,11.99
2015,m,3,e,10.01
2016,m,3,e,8.56
2017,m,3,e,11.05
2018,m,3,e,7.86
2019,m,3,e,7.84
2020,m,3,e,7.62
2021,m,3,e,7.41
2022,m,3,e,7.22
2023,m,3,e,7.04
2024,m,3,e,6.86
2025,m,3,e,6.7
2026,m,3,e,6.55
2027,m,3,e,6.4
2028,m,3,e,6.27
2029,m,3,e,6.14
2030,m,3,e,6.02
2031,m,3,e,5.9
2032,m,3,e,5.8
2033,m,3,e,5.69
2034,m,3,e,5.6
2035,m,3,e,5.51
2036,m,3,e,5.42
2037,m,3,e,5.34
2038,m,3,e,5.27
2039,m,3,e,5.2
2040,m,3,e,5.13
2041,m,3,e,5.07
2042,m,3,e,5.01
2043,m,3,e,4.95
2044,m,3,e,4.89
2045,m,3,e,4.83
2046,m,3,e,4.77
2047,m,3,e,4.71
2048,m,3,e,4.66
2049,m,3,e,4.6
2050,m,3,e,4.55
2051,m,3,e,4.49
2052,m,3,e,4.44
2053,m,3,e,4.38
2054,m,3,e,4.33
2055,m,3,e,4.28
2056,m,3,e,4.23
2057,m,3,e,4.18
2058,m,3,e,4.13
2059,m,3,e,4.08
2060,m,3,e,4.03
2061,m,3,e,3.98
2062,m,3,e,3.93
2063,m,3,e,3.89
2064,m,3,e,3.84
2065,m,3,e,3.79
2066,m,3,e,3.75
2067,m,3,e,3.7
2068,m,3,e,3.66
2069,m,3,e,3.61
2070,m,3,e,3.57
1981,m,4,e,29.54
1982,m,4,e,26.42
1983,m,4,e,28.74
1984,m,4,e,24.04
1985,m,4,e,26.12
1986,m,4,e,25.52
1987,m,4,e,22.71
1988,m,4,e,24.94
1989,m,4,e,22.61
1990,m,4,e,20.92
1991,m,4,e,16.13
1992,m,4,e,21.92
1993,m,4,e,18.51
1994,m,4,e,19.32
1995,m,4,e,15.61
1996,m,4,e,15.09
1997,m,4,e,16.04
1998,m,4,e,16.94
1999,m,4,e,16.49
2000,m,4,e,12.79
2001,m,4,e,12.4
2002,m,4,e,13.14
2003,m,4,e,14.84
2004,m,4,e,13.11
2005,m,4,e,9.95
2006,m,4,e,10.83
2007,m,4,e,10.82
2008,m,4,e,11.38
2009,m,4,e,10.48
2010,m,4,e,7.72
2011,m,4,e,11.73
2012,m,4,e,7.94
2013,m,4,e,9.48
2014,m,4,e,11.05
2015,m,4,e,7.67
2016,m,4,e,8.21
2017,m,4,e,7.64
2018,m,4,e,7.59
2019,m,4,e,7.35
2020,m,4,e,7.13
2021,m,4,e,6.92
2022,m,4,e,6.72
2023,m,4,e,6.54
2024,m,4,e,6.37
2025,m,4,e,6.21
2026,m,4,e,6.06
2027,m,4,e,5.91
2028,m,4,e,5.78
2029,m,4,e,5.66
2030,m,4,e,5.54
2031,m,4,e,5.43
2032,m,4,e,5.33
2033,m,4,e,5.24
2034,m,4,e,5.15
2035,m,4,e,5.07
2036,m,4,e,4.99
2037,m,4,e,4.92
2038,m,4,e,4.85
2039,m,4,e,4.79
2040,m,4,e,4.73
2041,m,4,e,4.67
2042,m,4,e,4.61
2043,m,4,e,4.56
2044,m,4,e,4.5
2045,m,4,e,4.45
2046,m,4,e,4.4
2047,m,4,e,4.34
2048,m,4,e,4.29
2049,m,4,e,4.24
2050,m,4,e,4.19
2051,m,4,e,4.14
2052,m,4,e,4.09
2053,m,4,e,4.04
2054,m,4,e,3.99
2055,m,4,e,3.94
2056,m,4,e,3.9
2057,m,4,e,3.85
2058,m,4,e,3.8
2059,m,4,e,3.76
2060,m,4,e,3.71
2061,m,4,e,3.67
2062,m,4,e,3.62
2063,m,4,e,3.58
2064,m,4,e,3.54
2065,m,4,e,3.49
2066,m,4,e,3.45
2067,m,4,e,3.41
2068,m,4,e,3.37
2069,m,4,e,3.33
2070,m,4,e,3.29
1981,m,5,e,25.48
1982,m,5,e,24.4
1983,m,5,e,22.12
1984,m,5,e,27.97
1985,m,5,e,22.6
1986,m,5,e,23.92
1987,m,5,e,21.16
1988,m,5,e,17.34
1989,m,5,e,11.6
1990,m,5,e,16.65
1991,m,5,e,15.5
1992,m,5,e,18.02
1993,m,5,e,15.72
1994,m,5,e,12.77
1995,m,5,e,10.52
1996,m,5,e,13.17
1997,m,5,e,12.43
1998,m,5,e,14.58
1999,m,5,e,8.2
2000,m,5,e,11.41
2001,m,5,e,12.02
2002,m,5,e,12.42
2003,m,5,e,15.51
2004,m,5,e,12.45
2005,m,5,e,9.94
2006,m,5,e,11.41
2007,m,5,e,10.77
2008,m,5,e,9.58
2009,m,5,e,9.25
2010,m,5,e,7.39
2011,m,5,e,10.27
2012,m,5,e,10.35
2013,m,5,e,8.03
2014,m,5,e,8.45
2015,m,5,e,6.5
2016,m,5,e,7.44
2017,m,5,e,7.38
2018,m,5,e,7.13
2019,m,5,e,6.91
2020,m,5,e,6.7
2021,m,5,e,6.5
2022,m,5,e,6.31
2023,m,5,e,6.14
2024,m,5,e,5.98
2025,m,5,e,5.83
2026,m,5,e,5.69
2027,m,5,e,5.55
2028,m,5,e,5.43
2029,m,5,e,5.32
2030,m,5,e,5.21
2031,m,5,e,5.11
2032,m,5,e,5.02
2033,m,5,e,4.93
2034,m,5,e,4.85
2035,m,5,e,4.77
2036,m,5,e,4.7
2037,m,5,e,4.64
2038,m,5,e,4.58
2039,m,5,e,4.52
2040,m,5,e,4.46
2041,m,5,e,4.41
2042,m,5,e,4.36
2043,m,5,e,4.31
2044,m,5,e,4.25
2045,m,5,e,4.2
2046,m,5,e,4.15
2047,m,5,e,4.1
2048,m,5,e,4.05
2049,m,5,e,4.0
2050,m,5,e,3.96
2051,m,5,e,3.91
2052,m,5,e,3.86
2053,m,5,e,3.82
2054,m,5,e,3.77
2055,m,5,e,3.72
2056,m,5,e,3.68
2057,m,5,e,3.64
2058,m,5,e,3.59
2059,m,5,e,3.55
2060,m,5,e,3.51
2061,m,5,e,3.46
2062,m,5,e,3.42
2063,m,5,e,3.38
2064,m,5,e,3.34
2065,m,5,e,3.3
2066,m,5,e,3.26
2067,m,5,e,3.22
2068,m,5,e,3.18
2069,m,5,e,3.15
2070,m,5,e,3.11
1981,m,6,e,23.16
1982,m,6,e,22.41
1983,m,6,e,21.09
1984,m,6,e,23.66
1985,m,6,e,19.7
1986,m,6,e,16.69
1987,m,6,e,17.75
1988,m,6,e,16.42
1989,m,6,e,16.77
1990,m,6,e,12.99
1991,m,6,e,15.79
1992,m,6,e,15.02
1993,m,6,e,12.01
1994,m,6,e,18.42
1995,m,6,e,13.41
1996,m,6,e,12.13
1997,m,6,e,13.63
1998,m,6,e,10.96
1999,m,6,e,15.05
2000,m,6,e,9.04
2001,m,6,e,12.31
2002,m,6,e,9.64
2003,m,6,e,9.09
2004,m,6,e,9.17
2005,m,6,e,9.29
2006,m,6,e,9.21
2007,m,6,e,7.44
2008,m,6,e,10.97
2009,m,6,e,8.91
2010,m,6,e,5.93
2011,m,6,e,6.63
2012,m,6,e,7.59
2013,m,6,e,10.76
2014,m,6,e,5.89
2015,m,6,e,7.16
2016,m,6,e,7.1
2017,m,6,e,6.87
2018,m,6,e,6.65
2019,m,6,e,6.45
2020,m,6,e,6.26
2021,m,6,e,6.08
2022,m,6,e,5.92
2023,m,6,e,5.76
2024,m,6,e,5.62
2025,m,6,e,5.48
2026,m,6,e,5.36
2027,m,6,e,5.24
2028,m,6,e,5.13
2029,m,6,e,5.02
2030,m,6,e,4.93
2031,m,6,e,4.84
2032,m,6,e,4.76
2033,m,6,e,4.68
2034,m,6,e,4.6
2035,m,6,e,4.54
2036,m,6,e,4.47
2037,m,6,e,4.41
2038,m,6,e,4.36
2039,m,6,e,4.31
2040,m,6,e,4.25
2041,m,6,e,4.2
2042,m,6,e,4.15
2043,m,6,e,4.1
2044,m,6,e,4.05
2045,m,6,e,4.01
2046,m,6,e,3.96
2047,m,6,e,3.91
2048,m,6,e,3.86
2049,m,6,e,3.82
2050,m,6,e,3.77
2051,m,6,e,3.73
2052,m,6,e,3.68
2053,m,6,e,3.64
2054,m,6,e,3.59
2055,m,6,e,3.55
2056,m,6,e,3.51
2057,m,6,e,3.47
2058,m,6,e,3.42
2059,m,6,e,3.38
2060,m,6,e,3.34
2061,m,6,e,3.3
2062,m,6,e,3.26
2063,m,6,e,3.22
2064,m,6,e,3.18
2065,m,6,e,3.15
2066,m,6,e,3.11
2067,m,6,e,3.07
2068,m,6,e,3.03
2069,m,6,e,3.0
2070,m,6,e,2.96
1981,m,7,e,22.83
1982,m,7,e,26.68
1983,m,7,e,15.82
1984,m,7,e,20.67
1985,m,7,e,20.65
1986,m,7,e,14.5
1987,m,7,e,16.49
1988,m,7,e,13.97
1989,m,7,e,11.27
1990,m,7,e,11.17
1991,m,7,e,16.67
1992,m,7,e,13.81
1993,m,7,e,12.95
1994,m,7,e,13.47
1995,m,7,e,12.07
1996,m,7,e,9.83
1997,m,7,e,10.09
1998,m,7,e,8.36
1999,m,7,e,9.13
2000,m,7,e,9.66
2001,m,7,e,10.9
2002,m,7,e,7.55
2003,m,7,e,7.06
2004,m,7,e,8.51
2005,m,7,e,7.34
2006,m,7,e,10.7
2007,m,7,e,8.59
2008,m,7,e,9.47
2009,m,7,e,7.15
2010,m,7,e,8.44
2011,m,7,e,7.98
2012,m,7,e,5.67
2013,m,7,e,6.86
2014,m,7,e,6.72
2015,m,7,e,6.67
2016,m,7,e,6.46
2017,m,7,e,6.26
2018,m,7,e,6.08
2019,m,7,e,5.91
2020,m,7,e,5.75
2021,m,7,e,5.59
2022,m,7,e,5.45
2023,m,7,e,5.32
2024,m,7,e,5.2
2025,m,7,e,5.08
2026,m,7,e,4.97
2027,m,7,e,4.87
2028,m,7,e,4.77
2029,m,7,e,4.68
2030,m,7,e,4.6
2031,m,7,e,4.52
2032,m,7,e,4.45
2033,m,7,e,4.38
2034,m,7,e,4.32
2035,m,7,e,4.26
2036,m,7,e,4.2
2037,m,7,e,4.15
2038,m,7,e,4.1
2039,m,7,e,4.05
2040,m,7,e,4.0
2041,m,7,e,3.95
2042,m,7,e,3.91
2043,m,7,e,3.86
2044,m,7,e,3.81
2045,m,7,e,3.77
2046,m,7,e,3.72
2047,m,7,e,3.68
2048,m,7,e,3.63
2049,m,7,e,3.59
2050,m,7,e,3.55
2051,m,7,e,3.5
2052,m,7,e,3.46
2053,m,7,e,3.42
2054,m,7,e,3.38
2055,m,7,e,3.34
2056,m,7,e,3.3
2057,m,7,e,3.26
2058,m,7,e,3.22
2059,m,7,e,3.18
2060,m,7,e,3.14
2061,m,7,e,3.11
2062,m,7,e,3.07
2063,m,7,e,3.03
2064,m,7,e,3.0
2065,m,7,e,2.96
2066,m,7,e,2.92
2067,m,7,e,2.89
2068,m,7,e,2.85
2069,m,7,e,2.82
2070,m,7,e,2.79
1981,m,8,e,19.87
1982,m,8,e,21.06
1983,m,8,e,19.73
1984,m,8,e,15.41
1985,m,8,e,16.51
1986,m,8,e,19.85
1987,m,8,e,15.54
1988,m,8,e,12.74
1989,m,8,e,17.66
1990,m,8,e,12.96
1991,m,8,e,11.88
1992,m,8,e,13.22
1993,m,8,e,11.42
1994,m,8,e,9.67
1995,m,8,e,11.7
1996,m,8,e,11.35
1997,m,8,e,8.49
1998,m,8,e,12.5
1999,m,8,e,12.65
2000,m,8,e,11.6
2001,m,8,e,11.18
2002,m,8,e,10.27
2003,m,8,e,9.74
2004,m,8,e,10.11
2005,m,8,e,6.35
2006,m,8,e,7.0
2007,m,8,e,6.48
2008,m,8,e,5.43
2009,m,8,e,7.97
2010,m,8,e,6.44
2011,m,8,e,4.93
2012,m,8,e,8.07
2013,m,8,e,6.11
2014,m,8,e,6.08
2015,m,8,e,5.89
2016,m,8,e,5.72
2017,m,8,e,5.56
2018,m,8,e,5.41
2019,m,8,e,5.27
2020,m,8,e,5.14
2021,m,8,e,5.02
2022,m,8,e,4.9
2023,m,8,e,4.79
2024,m,8,e,4.69
2025,m,8,e,4.59
2026,m,8,e,4.5
2027,m,8,e,4.41
2028,m,8,e,4.33
2029,m,8,e,4.26
2030,m,8,e,4.19
2031,m,8,e,4.12
2032,m,8,e,4.06
2033,m,8,e,4.0
2034,m,8,e,3.95
2035,m,8,e,3.9
2036,m,8,e,3.85
2037,m,8,e,3.8
2038,m,8,e,3.76
2039,m,8,e,3.71
2040,m,8,e,3.67
2041,m,8,e,3.62
2042,m,8,e,3.58
2043,m,8,e,3.54
2044,m,8,e,3.49
2045,m,8,e,3.45
2046,m,8,e,3.41
2047,m,8,e,3.37
2048,m,8,e,3.33
2049,m,8,e,3.29
2050,m,8,e,3.25
2051,m,8,e,3.21
2052,m,8,e,3.17
2053,m,8,e,3.13
2054,m,8,e,3.1
2055,m,8,e,3.06
2056,m,8,e,3.02
2057,m,8,e,2.99
2058,m,8,e,2.95
2059,m,8,e,2.91
2060,m,8,e,2.88
2061,m,8,e,2.84
2062,m,8,e,2.81
2063,m,8,e,2.78
2064,m,8,e,2.74
2065,m,8,e,2.71
2066,m,8,e,2.68
2067,m,8,e,2.65
2068,m,8,e,2.61
2069,m,8,e,2.58
2070,m,8,e,2.55
1981,m,9,e,19.54
1982,m,9,e,19.71
1983,m,9,e,15.14
1984,m,9,e,14.09
1985,m,9,e,15.53
1986,m,9,e,17.0
1987,m,9,e,16.75
1988,m,9,e,13.65
1989,m,9,e,12.47
1990,m,9,e,13.54
1991,m,9,e,10.68
1992,m,9,e,7.82
1993,m,9,e,13.54
1994,m,9,e,12.72
1995,m,9,e,10.39
1996,m,9,e,8.48
1997,m,9,e,14.73
1998,m,9,e,11.16
1999,m,9,e,9.04
2000,m,9,e,6.92
2001,m,9,e,11.12
2002,m,9,e,11.27
2003,m,9,e,7.69
2004,m,9,e,7.47
2005,m,9,e,11.06
2006,m,9,e,8.17
2007,m,9,e,7.61
2008,m,9,e,9.38
2009,m,9,e,4.53
2010,m,9,e,4.74
2011,m,9,e,9.27
2012,m,9,e,5.77
2013,m,9,e,5.75
2014,m,9,e,5.58
2015,m,9,e,5.43
2016,m,9,e,5.28
2017,m,9,e,5.15
2018,m,9,e,5.02
2019,m,9,e,4.9
2020,m,9,e,4.78
2021,m,9,e,4.68
2022,m,9,e,4.58
2023,m,9,e,4.48
2024,m,9,e,4.39
2025,m,9,e,4.31
2026,m,9,e,4.23
2027,m,9,e,4.15
2028,m,9,e,4.08
2029,m,9,e,4.02
2030,m,9,e,3.96
2031,m,9,e,3.9
2032,m,9,e,3.84
2033,m,9,e,3.79
2034,m,9,e,3.74
2035,m,9,e,3.69
2036,m,9,e,3.65
2037,m,9,e,3.61
2038,m,9,e,3.56
2039,m,9,e,3.52
2040,m,9,e,3.48
2041,m,9,e,3.44
2042,m,9,e,3.39
2043,m,9,e,3.35
2044,m,9,e,3.31
2045,m,9,e,3.27
2046,m,9,e,3.23
2047,m,9,e,3.2
2048,m,9,e,3.16
2049,m,9,e,3.12
2050,m,9,e,3.08
2051,m,9,e,3.04
2052,m,9,e,3.01
2053,m,9,e,2.97
2054,m,9,e,2.94
2055,m,9,e,2.9
2056,m,9,e,2.87
2057,m,9,e,2.83
2058,m,9,e,2.8
2059,m,9,e,2.76
2060,m,9,e,2.73
2061,m,9,e,2.7
2062,m,9,e,2.67
2063,m,9,e,2.63
2064,m,9,e,2.6
2065,m,9,e,2.57
2066,m,9,e,2.54
2067,m,9,e,2.51
2068,m,9,e,2.48
2069,m,9,e,2.45
2070,m,9,e,2.42
1981,m,10,e,20.16
1982,m,10,e,17.11
1983,m,10,e,17.14
1984,m,10,e,11.12
1985,m,10,e,19.91
1986,m,10,e,12.26
1987,m,10,e,16.43
1988,m,10,e,13.63
1989,m,10,e,13.66
1990,m,10,e,13.82
1991,m,10,e,14.82
1992,m,10,e,9.6
1993,m,10,e,8.58
1994,m,10,e,12.97
1995,m,10,e,11.27
1996,m,10,e,12.51
1997,m,10,e,6.23
1998,m,10,e,11.75
1999,m,10,e,8.66
2000,m,10,e,8.19
2001,m,10,e,8.38
2002,m,10,e,9.17
2003,m,10,e,8.33
2004,m,10,e,10.98
2005,m,10,e,10.99
2006,m,10,e,7.22
2007,m,10,e,5.83
2008,m,10,e,8.49
2009,m,10,e,7.34
2010,m,10,e,6.11
2011,m,10,e,5.85
2012,m,10,e,5.84
2013,m,10,e,5.67
2014,m,10,e,5.52
2015,m,10,e,5.37
2016,m,10,e,5.24
2017,m,10,e,5.11
2018,m,10,e,4.99
2019,m,10,e,4.87
2020,m,10,e,4.76
2021,m,10,e,4.66
2022,m,10,e,4.57
2023,m,10,e,4.48
2024,m,10,e,4.39
2025,m,10,e,4.31
2026,m,10,e,4.24
2027,m,10,e,4.16
2028,m,10,e,4.1
2029,m,10,e,4.03
2030,m,10,e,3.98
2031,m,10,e,3.92
2032,m,10,e,3.87
2033,m,10,e,3.82
2034,m,10,e,3.77
2035,m,10,e,3.72
2036,m,10,e,3.68
2037,m,10,e,3.63
2038,m,10,e,3.59
2039,m,10,e,3.55
2040,m,10,e,3.51
2041,m,10,e,3.46
2042,m,10,e,3.42
2043,m,10,e,3.38
2044,m,10,e,3.34
2045,m,10,e,3.3
2046,m,10,e,3.26
2047,m,10,e,3.22
2048,m,10,e,3.18
2049,m,10,e,3.14
2050,m,10,e,3.11
2051,m,10,e,3.07
2052,m,10,e,3.03
2053,m,10,e,3.0
2054,m,10,e,2.96
2055,m,10,e,2.92
2056,m,10,e,2.89
2057,m,10,e,2.85
2058,m,10,e,2.82
2059,m,10,e,2.79
2060,m,10,e,2.75
2061,m,10,e,2.72
2062,m,10,e,2.69
2063,m,10,e,2.66
2064,m,10,e,2.62
2065,m,10,e,2.59
2066,m,10,e,2.56
2067,m,10,e,2.53
2068,m,10,e,2.5
2069,m,10,e,2.47
2070,m,10,e,2.44
1981,m,11,e,15.61
1982,m,11,e,18.43
1983,m,11,e,17.45
1984,m,11,e,14.68
1985,m,11,e,16.07
1986,m,11,e,17.27
1987,m,11,e,16.09
1988,m,11,e,14.81
1989,m,11,e,10.62
1990,m,11,e,14.1
1991,m,11,e,16.56
1992,m,11,e,12.56
1993,m,11,e,9.17
1994,m,11,e,13.82
1995,m,11,e,13.42
1996,m,11,e,11.19
1997,m,11,e,9.0
1998,m,11,e,9.78
1999,m,11,e,9.88
2000,m,11,e,7.49
2001,m,11,e,11.35
2002,m,11,e,6.43
2003,m,11,e,8.94
2004,m,11,e,10.91
2005,m,11,e,8.74
2006,m,11,e,6.88
2007,m,11,e,10.15
2008,m,11,e,7.32
2009,m,11,e,4.77
2010,m,11,e,6.39
2011,m,11,e,6.37
2012,m,11,e,6.19
2013,m,11,e,6.02
2014,m,11,e,5.86
2015,m,11,e,5.71
2016,m,11,e,5.56
2017,m,11,e,5.43
2018,m,11,e,5.3
2019,m,11,e,5.18
2020,m,11,e,5.07
2021,m,11,e,4.97
2022,m,11,e,4.87
2023,m,11,e,4.77
2024,m,11,e,4.69
2025,m,11,e,4.6
2026,m,11,e,4.53
2027,m,11,e,4.45
2028,m,11,e,4.38
2029,m,11,e,4.32
2030,m,11,e,4.26
2031,m,11,e,4.2
2032,m,11,e,4.15
2033,m,11,e,4.09
2034,m,11,e,4.04
2035,m,11,e,4.0
2036,m,11,e,3.95
2037,m,11,e,3.9
2038,m,11,e,3.85
2039,m,11,e,3.81
2040,m,11,e,3.76
2041,m,11,e,3.72
2042,m,11,e,3.67
2043,m,11,e,3.63
2044,m,11,e,3.58
2045,m,11,e,3.54
2046,m,11,e,3.5
2047,m,11,e,3.46
2048,m,11,e,3.42
2049,m,11,e,3.37
2050,m,11,e,3.33
2051,m,11,e,3.29
2052,m,11,e,3.25
2053,m,11,e,3.22
2054,m,11,e,3.18
2055,m,11,e,3.14
2056,m,11,e,3.1
2057,m,11,e,3.06
2058,m,11,e,3.03
2059,m,11,e,2.99
2060,m,11,e,2.96
2061,m,11,e,2.92
2062,m,11,e,2.88
2063,m,11,e,2.85
2064,m,11,e,2.82
