year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
1961,2540.39476486378,175.567098502088,110.459158638979,71.3651024648947,63.2657488689126,55.1220954414027,53.7571488648625,49.0569250966841,41.3930164068034,45.8406119333213,33.9023359721495,37.6068376068376,40.0250449111432,39.6988527465424,44.9185622401558,53.9897021485165,78.2790763068996,105.676193302995,106.879819134702,110.983509749634,123.815718327077,109.737598037634,120.795914237944,104.492112941303,100.439384831254,100.357561371353,111.251396326279,107.467771282567,106.57220725088,106.224866437852,126.271605870033,116.173812535567,127.576634575631,131.243727321856,142.8463148566,171.384468708147,170.760985341607,186.943365036043,205.620287868403,225.187419460635,248.641836543538,279.076660675687,315.237449690114,345.771804579555,378.073026793322,444.717595354839,455.878284923928,529.917400046685,585.736202896586,687.514264870822,737.671758387389,836.335798515272,954.181143536506,1077.21142599456,1172.9406926432,1302.53038394597,1551.08204997057,1682.51284867256,1917.29055822153,2094.41271091852,2396.99069923897,2646.41197803638,2828.05749871691,3182.69224529702,3405.91520426913,3741.36593921911,3991.12858001708,4511.71513854769,4760.95153218619,5186.71047827674,5555.95578539189,6039.45381979819,6723.22111366021,7345.37259798398,8022.45892164148,8711.08415898977,9731.3977959092,10057.8134811511,10824.6989470651,11923.1695246248,12849.2506745063,13949.4454295748,14945.1567740701,16212.4274249133,18058.7219343696,19190.2346772114,21761.2082808906,22601.5401295488,23831.3340603417,25603.2237456386,27239.2978561021,24398.6848935802,26046.1671398593,27587.4569512416,28174.4929146985,31630.1703163017,36920.6598586017,37853.9493293592,33600,33043.4782608696,49223.8862369144,51980.7758517858,40262.6328481616,45803.6649064439,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1962,2588.16938707952,155.835927031112,94.6089663802677,68.3288805679497,59.9772644323198,52.2770006492466,50.2361347024753,48.0979560927063,37.5610524657318,38.6494203226843,36.4718526537153,40.0323783890619,38.5584037796997,47.9493467778624,49.8890510885574,55.9358926030862,74.8027729213962,100.423503157254,115.303969769302,114.156480534166,113.759272412198,104.585467585488,116.051860865698,108.597500472325,104.183842165857,100.025889053637,90.5677409584443,90.423382705702,96.4521578866534,112.971934197634,111.248127470341,110.951488262918,117.303425347778,126.272266499087,144.921761433988,157.858216722563,164.58256582244,181.498640162816,212.225402217007,238.946009971138,253.194226759513,269.778469434051,321.104817434784,321.180784551666,377.164889695904,437.36036441434,472.85571611887,538.768801218664,593.252370544445,636.959425324743,733.279952800371,846.286870772247,968.620695979223,1051.36167206673,1164.04115767686,1314.82620709609,1517.73111348783,1729.51234852229,1879.75514663186,2107.55533858349,2254.77630069052,2602.93760600307,2918.06790909125,3152.40204740217,3470.68873989017,3729.74853974623,3900.86919907366,4561.30514633642,4821.14008130374,5283.78599546907,5601.41128225337,6034.17850534183,6956.44120863268,7282.62396137393,8081.10635365914,8550.9258635177,9142.56717618279,10240.4973491679,11042.2793231452,11866.3424202932,12783.8736303263,13644.3593320798,15718.8112837532,16487.0292688144,18627.6994115494,19676.6554796504,21358.244987929,23734.3494828525,22786.0767636338,24784.5132118129,25521.1377362166,28212.3429000188,27620.164126612,26981.6272965879,28154.3274244004,28995.057660626,35205.9925093633,34519.1040843215,33906.6339066339,35497.8354978355,36427.1061537896,43660.8269044086,50000,45803.6649064439,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1963,2494.35613728608,163.623640709063,93.6667756230609,72.4312071197194,67.5458237008516,54.6178205165451,53.5355681432161,50.7461541222586,46.4939238572586,43.8960091002698,43.2179583328037,33.6969143994691,37.9632108831223,40.6152972868492,45.9682771980928,52.4427780745667,75.8492844378506,92.5301780210979,112.138617801101,117.632242140647,119.051654587489,116.500237755587,108.740444080932,102.407780595822,107.840723939469,94.3437431753658,106.935330637856,102.193282355868,104.020828356562,108.615431746341,109.47775451672,113.065252265745,129.79450169631,127.395265827541,141.278689875616,154.606932527646,161.722182121164,197.072191473871,206.518140773246,225.764816688178,265.021553620128,267.425799715974,335.548148202896,342.639004636135,388.185511457216,449.067627319873,462.758749181892,579.282076011935,597.923906140368,662.017830346897,774.79582520473,825.90704308896,964.382787955805,1062.41926096276,1195.20671128394,1323.15287772109,1523.30875318465,1722.55707125894,1901.33695020345,2188.88977444808,2324.58422935549,2476.4598825529,2991.61752565689,3235.29581302227,3557.3832159223,3859.2319855954,3999.36895501377,4520.19768053451,4973.48222995183,5349.63120055,5752.13737315023,6032.67070065152,6880.86556697856,7596.0570085757,8140.24153978554,8666.87719329458,9646.66292765003,9807.81501237845,11626.5867887382,12342.488762555,13026.5492162721,14196.5269398248,16440.8092636747,17743.3330124194,18702.8095763428,19802.1849260778,21858.1518786308,23410.031364487,25354.8634603983,26790.3048108704,26319.0719720594,27845.88441331,32071.0368242361,27751.5192437542,28542.5101214575,29256.9659442725,30632.9113924051,30769.2307692308,34854.7717842324,40310.0775193799,38500.5935384704,40394.7799424016,44938.1484236411,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1964,2378.96100777939,140.138376402664,84.7671721379074,62.0518551679641,58.6187454693527,56.2468759642525,45.5784274512357,44.8490182981596,40.2761013228105,41.092131877668,34.6688315980211,36.379501804347,40.3667383284785,42.0966129871832,49.2082394276098,53.7765081199005,87.0735030976399,105.648569308687,117.294029277907,123.992884796484,114.179355434077,114.262505922968,102.400474900753,113.843565180132,101.238404671093,106.892845731548,95.9778288298144,95.8884507524293,107.518853132233,104.163028805785,111.179071081828,117.059059666412,121.475827349882,129.022884126408,138.184490995957,150.620131321927,174.71224951629,183.815535022078,212.910423113397,236.323987450772,255.434995714742,278.865247834925,309.941726263325,337.338503538577,373.375317746782,434.950426193606,491.176454874276,550.394053950151,560.476981058908,673.316396130308,736.742720956961,792.023451254037,946.217971317768,1038.33581403961,1172.82315287514,1273.01516528619,1436.11441257922,1614.1503383542,1844.16215103073,2019.47690069803,2187.19291834166,2350.65728367376,2754.61715400846,3100.4980771605,3429.14156641413,3616.30971628535,3773.53045853734,4269.31386388589,4610.92744562033,5007.29968797412,5389.61018987595,5620.25186722523,6410.76320260758,6855.05966026637,7611.70415009179,8015.38671924972,8777.12270434981,9365.41151214858,9448.99072558647,11288.3102793599,11846.2294880462,12457.7887424982,14178.1554671888,15259.3370904575,17476.5116145023,17828.6698235041,19596.174282678,20189.6086012393,21585.0800013588,24015.4404668903,23734.2752680176,23271.6154238152,26457.3445296337,29926.0383083634,25757.2026594435,25884.1234010534,27497.062279671,28059.7014925373,38490.5660377359,39726.0273972603,30983.1370230936,33629.6903911205,39761.4679705732,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1965,2237.94989956397,135.04823798277,83.6762448897355,74.0481982650967,60.3237662712588,57.2618720141021,52.4917610757616,47.0769194914761,43.900104472653,42.0130685356716,39.0026039973845,36.2131983371898,41.5597395759632,47.5753559656098,44.968345316471,57.5751079533274,86.5235471840572,114.446963442495,115.566525656482,113.730222648782,110.819949170232,104.931249253274,100.934044729435,101.989685738738,110.191465453108,100.910092032929,99.129121511894,99.7582106712031,103.319088719717,108.982663350151,113.23097902183,105.230713669719,124.842598144007,122.921595713259,139.586904528982,157.659217391432,178.104910585723,186.925870540483,208.206112419669,219.162039201864,249.541867816622,296.187848414888,321.419691609335,346.60136647982,380.476546874961,420.383905509108,492.219099197916,536.389520105625,605.215428640522,674.073758052622,727.378568499946,836.897326236116,924.550292783621,1038.38521909181,1205.12466012259,1276.44677951783,1423.60890348013,1594.67831717689,1798.07665996771,2001.90166606557,2242.31487921436,2415.0810535214,2823.2660124577,2990.45164844524,3449.8661084531,3751.34328113336,3851.62645868037,4404.02488363856,4700.48346170196,5133.26189553362,5406.02176091797,5835.88167049594,6523.29384649279,7048.69678137464,7656.46151204533,8168.30478247209,8811.56541832974,9448.24257596411,10647.8634417783,10124.8959200666,12419.857116688,12860.7824660594,14240.2759913454,15497.1171424553,17493.7181520839,17815.0582460623,19469.5411967516,21007.239369626,22122.5808578682,24018.5750526723,25639.1918469515,25744.1673370877,27904.9100199956,27916.3857046527,31151.4827678333,26531.3265663283,29071.0382513661,29543.4198746643,28571.4285714286,30263.1578947368,36982.8849763425,40088.671112808,46473.9153436045,55978.0480091791,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1966,2233.14608153748,145.156162838823,94.8049503884286,72.0903312447735,63.8860524179824,55.7016464370377,45.7507575356343,37.6008804108584,45.1768979856487,40.8351143322794,34.7941058784642,39.216038078004,41.0482669698698,43.7870413403444,50.4339804823109,57.4853089582117,105.268711268046,113.194999610892,119.500332255597,123.11905736585,111.136349928069,105.359513259912,111.767399622785,103.122683767845,98.378799368736,91.8644645822548,99.810418403528,94.1869277238497,96.4515447545367,115.999864224078,104.927583618813,121.238441633643,114.819421766923,127.489553786562,140.115558307179,156.829883221385,168.302779943378,167.495265151515,210.712454770378,227.626359658414,251.799226393111,274.122962916623,326.24680937382,349.986924176919,373.080485162049,430.437203356611,466.370593108079,565.493225253656,596.814825226238,667.56193923824,764.234796065606,795.114228576207,945.244371480192,1062.66287626468,1172.84894002576,1261.30060706643,1422.94111614142,1604.32595558674,1856.08946105759,1992.93490149354,2210.66424431457,2413.19513389725,2770.9643982389,3043.0229653084,3422.26366175833,3692.00132494729,4068.55692098543,4405.23970394325,4799.3945573226,5160.45583283156,5545.407255967,5944.54879673779,6695.03546099291,7221.79125012807,7796.7957607171,8443.22552945403,9163.15899347985,9715.47462578554,10473.6502829837,12092.4553955437,11217.5593594699,13706.081289901,14952.2927654092,15871.670844661,17442.1349328668,18325.6383524467,20329.0913512199,21893.7926816838,21999.4102034798,24885.6435435813,26135.0801897447,28176.180632851,29437.4182293938,30694.7697111632,30568.9488910318,34032.634032634,30696.6998428497,27826.0869565217,34733.893557423,29921.2598425197,31077.5453430827,34057.1534304322,37265.3236692699,51628.2904732595,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1967,2080.75454239228,132.748476409532,87.3180998377088,68.6304392146256,54.8064877694996,52.8373777083103,45.9919730990346,41.8406729789541,44.1672743500855,38.7260763795578,44.878240481871,33.6985675612596,38.0562512535421,44.8792294891836,51.8330155781306,56.94049203284,86.8296967630141,103.664655866427,113.13928160129,113.124843272614,106.432749751294,107.144747390122,95.5133581319157,90.7935120146201,88.9987373974303,102.678089604135,106.345376588649,95.0969638981587,93.0473291054953,83.4856118678008,110.66309562351,107.540495252281,109.324865955904,117.572802316803,125.637165368773,139.411018236629,158.699948759242,161.026782542802,196.010881573789,217.482225010456,240.391628303197,263.449647400363,303.573184653734,335.57094413606,366.962220778223,414.624007812139,476.151466075153,517.025576525036,598.702114297676,650.700012009564,725.029581338027,782.019149841453,876.625791795652,983.744654725615,1105.38355251582,1218.59281684002,1408.33211466961,1533.67358902475,1711.63239677695,1971.38353562424,2083.08967400753,2310.27976043974,2592.15643082867,2901.57081884983,3246.4730533229,3492.21257553588,3823.41973352672,4342.86529273337,4503.36172794321,5028.52615768886,5355.50589703113,5650.42467590523,6343.09742712565,6916.15558574131,7385.71226659548,7860.53497477927,8568.853623762,9148.24657723176,9829.97804661591,10834.9821923229,11726.4338810939,11018.6779103187,13723.5627349838,14956.0393060323,16094.6158299562,16873.7481476657,18615.6182559348,20054.4714025137,21251.3310315898,23066.4857530529,23962.8277464321,24271.3301536831,27983.9844172709,28324.8574510711,30311.1708081486,29299.3630573248,32902.4676850764,29459.9018003273,28969.3593314763,29256.5947242206,30352.8179889349,36865.6468499355,42849.8819695025,45552.8955060934,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1968,2161.25306181008,132.139427614678,90.0526674769356,76.6157939135689,58.4156424558421,53.6413465013519,48.5741378618509,42.5568872676741,34.6031326012396,44.1268739557215,33.3125325500978,38.2237103126603,38.3098871848452,36.6704747544296,52.7001287388859,57.7218112496772,86.7861033428194,102.334619043588,101.571131997879,97.9354724669945,97.9752165693514,98.846753482594,94.8770282549995,93.0380053699964,87.8839105238398,83.6123773203443,90.8141088094094,93.3690886277381,91.8822204967805,99.8890122086571,89.6880637457183,104.638995465644,112.084776849399,108.085662467406,127.342104108976,127.887731293323,151.074869161054,165.076196396378,196.863898442091,209.385244920912,237.447543705469,260.130592588036,317.108202771325,360.332469051397,381.895533643517,407.13956339343,470.149998337047,538.096931369063,569.539217754318,685.293319817826,723.196195951205,829.010054726582,939.396836392303,1022.37231872198,1125.20868595307,1249.11073964639,1378.34824755421,1604.81023433706,1795.11024629636,1980.16797286942,2155.59023558389,2316.86673816692,2658.62628139448,2951.45766009938,3303.26192582708,3594.40903330748,3912.8749333721,4492.37069677893,4763.9970458731,5205.15308577695,5628.04097868377,5997.23185543443,6745.83097051543,7261.18526892474,7928.48503296193,8581.00996672078,9336.83737007837,9803.95221498049,10804.3498640667,11407.021802769,12575.8851420215,13008.1018719314,12146.2379631141,16318.8395491876,17993.8765765007,17792.3468890981,19725.2553716097,21378.5332876108,23554.3106131342,24200.7817321539,25544.282972306,27732.9846734946,28699.0961714228,30785.4032136957,34019.5016251354,35371.4661406969,35978.835978836,38768.115942029,29177.7188328913,30222.2222222222,32166.5530843061,36445.4518720166,46940.93811423,50093.8933637511,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1969,2079.79046541986,137.124849620458,93.2423962678342,63.9648542948492,61.5087387784365,53.899090732509,42.3932220719064,45.2836257371814,36.2858499308505,33.4508633939065,35.6360752036142,32.5720304677367,35.7015351660121,44.1032908983692,45.9898158107877,49.7929628423111,82.1019099430465,106.128327051695,115.820729874239,104.3328066773,92.304557087971,102.345242358278,93.1977928135059,89.06547086591,94.8557772933087,96.7490503419288,94.1432893233687,91.6362690440859,91.4271400839126,102.126752620883,107.02949175653,101.684554527608,113.240689965716,115.829766440135,138.332995186012,142.171952405496,148.64501945501,160.692156497819,189.060642092747,206.679435396178,255.262920808433,284.768501288992,290.308272017377,342.649136809957,394.311066978036,451.270649213715,505.348626853122,541.389190182059,633.371551811775,687.467794163042,785.415674637302,836.773484600992,919.124395510508,1053.79536911268,1167.04343672368,1283.44271489653,1459.80676172134,1569.27754954759,1800.58436815194,1972.86166066044,2205.48391429396,2406.83525956441,2726.94665611018,3009.67752472677,3441.50495714646,3711.76589394313,3955.76525290557,4471.5191333862,4950.62824548659,5449.26345442808,5806.61449129008,6208.77562845976,6827.58506279135,7413.12628826558,8079.92438740519,8607.28295206026,9194.75195132245,9614.58420044951,10391.6517987758,11124.0752208063,11904.7100739418,12879.9657116925,14143.7035269792,11653.6784156717,17448.9044896111,17289.1313470415,18511.9259522962,19580.2830649097,21554.1337971303,23093.6819172113,24234.8735171443,26456.7392583873,28685.9777488223,28956.4220183486,31515.1515151515,31293.4171352961,34532.3741007194,34212.7659574468,38840.5797101449,29661.0169491525,36651.1067206274,36992.9593698862,41664.2450114228,73751.612507308,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1970,2118.50590043044,126.209957751751,84.4567437852484,64.9759133875213,53.3632277720439,44.4013556670795,49.2826914484306,43.4667218359675,31.6927884017157,35.3297552869234,38.2743911484242,33.5378529801598,35.3593126711619,35.864163877566,39.0305599403178,53.0145358754945,86.4441640253172,102.087719253693,104.644105397543,99.954092331639,117.324072553206,105.527823732803,98.8336948605353,91.6420220699411,84.451715958146,90.3344738935996,87.6812966455419,96.4952232161561,94.5103738509411,97.2114823172945,102.106580813786,114.348016859684,114.342928067634,116.526550229983,126.023179154855,138.235421742014,155.565588638326,167.368755525214,176.100514158755,200.59282343354,238.369695747569,254.07439370668,314.274036059767,339.097397294322,376.461034252734,430.323584752259,465.790365494019,536.44534374853,594.825477772418,699.367918964769,721.329841336917,864.517268272584,924.403192983246,1054.83737080267,1167.39349211674,1322.39727570261,1407.090551461,1581.16355580933,1758.11336418282,1957.82477716699,2138.03995819527,2348.11036181873,2667.37066478934,2855.52045753612,3276.95710113698,3613.39882557152,3868.40568425151,4290.84768714336,4729.5987594495,5218.1725756304,5786.46535314267,5978.09481279526,6685.44366407798,7210.16327724319,7873.81703470031,8356.99385179136,8983.96434194816,9687.84519085219,10410.6740599549,11170.4264967568,11934.4933469806,12621.0229428161,13919.4704696109,14538.1739905332,12060.8058247651,17447.2227097927,18215.2713891444,20196.1971660409,20935.6831948376,23161.5472576003,24861.0091261932,25172.0183486239,26618.7050359712,28922.7329886824,31943.6052366566,33917.3967459324,34808.2595870207,33468.0679062247,39262.187088274,48723.8979118329,32723.7197116925,32179.0165744619,21312.0909499574,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1971,2009.65992846246,118.012456870447,79.8280495275417,59.1377963646153,52.5772653842625,51.7848007433625,44.8199359074917,42.6975450954515,40.3518174080262,39.8620686699142,37.6850077929547,33.1226925369166,31.606546938606,41.942355181059,47.9761421154586,51.8963695906951,88.0954904046136,100.871206038221,101.728232644054,114.832634660618,105.155242013911,109.765431764541,94.2139322421013,98.340503995083,79.6636966406432,87.1538110510518,92.0569497766573,88.1130334725865,90.5924857059162,91.5169150802994,100.415670510688,102.975456526997,114.510277223788,115.54832395977,120.489672420572,147.72510946126,156.720749180603,164.535711728341,166.224869507181,202.508979674493,234.544847681163,267.632028539388,300.043642711667,337.244581244527,373.651218366691,423.79901811174,485.573969974761,545.89535327084,598.769674990581,664.925517770426,759.787155158459,794.491723732539,911.351814231445,1045.82107959397,1137.74416795206,1250.55183208251,1358.42286894214,1488.46633416459,1658.42604037907,1877.20459412108,2079.0481664632,2280.11890190593,2528.12343646605,2768.82850072372,3111.50761989396,3470.09847675627,3711.54669439178,4081.07124074599,4491.88461628708,4993.93226197919,5480.00407953095,5911.45847477419,6365.54415084276,6933.10494429507,7387.35845738621,8148.14502636115,8664.66771665113,9305.13221209636,10148.9574109273,10899.8862855197,11713.3430193028,12461.3111696201,13579.3095043918,14741.1113215746,16090.0397550231,17162.8276409849,18475.0847391592,19780.7528133489,20647.0552259801,22718.0842792723,23693.451766164,26870.6305807434,28252.2869523351,27757.0222775702,30632.0586487022,33639.8694749333,33508.353221957,32098.7654320988,39294.7103274559,37176.4705882353,48646.9537929811,38385.9020969982,36653.5663343254,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1972,1916.0241300787,121.36584599198,79.638348206966,66.4218343568009,50.4282679166636,46.6284148608472,48.986974489091,42.5797632035466,38.3775287321126,35.0817857259146,31.4675097961355,35.0957886143594,32.2179102291865,36.7061007155381,44.9871692353712,50.1976532597101,71.0595674774968,103.374550622107,109.55343752243,113.297176461622,99.7273520849811,112.719618108946,109.814620117743,98.3194047509936,88.3586870570182,89.6230218882285,95.8748060597001,89.0805761240545,82.5785275054014,93.7300059634018,101.779660388276,113.577925499191,102.433083503807,111.852851359989,124.596577885439,140.935874177249,149.909245370293,162.767605231419,189.319869168158,205.555046060142,213.238804581431,259.53067700775,290.240767224192,339.851980314751,383.140010698659,435.55967629658,491.248541423571,526.915116901973,594.004636769495,701.456482407997,756.663096643041,850.815068195553,930.436293057223,1070.79382251316,1210.68121483344,1260.09553507416,1414.08330773943,1540.72292172596,1709.46401560023,1899.55446925437,2084.0197693575,2370.19695592986,2547.95933809686,2823.35795435726,3182.37454100367,3492.05947667895,3862.75450146052,4277.84516873148,4620.57349818698,5165.25048918434,5639.75143246005,6162.87485032304,6762.30752109427,7376.2914627515,7870.4507210178,8442.93979852828,9217.50876403049,9679.45950829711,10614.8498489942,11446.5669727885,12380.9112004728,12741.3689849959,14252.2419098343,14968.0493880646,16426.279961399,18067.1192519534,19160.3214484359,20525.7403622189,22094.3475394114,23113.0260829422,24421.6455441561,26297.6246870136,29759.3407622437,29267.6395769179,33871.8874738643,32625.7633032858,36219.0812720848,38395.4154727794,40190.2497027348,40170.9401709402,47978.4449099357,53922.0431504095,43100.720053811,37560.7073897893,41359.7420499671,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1973,1885.73388153151,120.911576185274,79.9518974337632,66.4219268397141,54.8021160064086,50.3770809896962,46.3351770872549,37.719401183551,35.1800128722244,33.6296478975865,26.853747776174,35.4716013504851,31.5750391693805,34.428559052292,45.7097477191298,53.2423658457291,65.4416950853287,103.938213953581,123.558271424953,107.570087454229,118.19883165001,112.379828460768,109.807961705416,104.569438412907,106.067338426477,93.2146042188572,92.1906338413379,98.003850335967,102.876214783548,101.574403250381,107.227515560237,93.6186274320411,116.863312679036,112.783300910621,138.742306916956,149.920809156747,162.583022719472,159.884344198526,169.133061168756,196.218793542037,221.78147554384,256.952494414576,300.590315921629,326.275126435391,362.747369319498,452.409846639176,467.936466091083,526.644517882748,606.203284091578,695.373872563282,772.941817717937,818.99812066975,919.203817046304,991.571641051066,1165.42233552717,1296.68211076215,1425.15654863806,1563.7877683699,1724.47185144442,1877.65485872875,2001.00332350912,2235.35403345109,2517.10113080917,2720.96585277953,3098.96627314984,3417.34559090788,3667.94319421241,4129.87488989562,4530.10487776023,4987.93242156074,5379.6775583128,5843.79923937199,6552.22538714258,7141.52919450194,7854.81667087945,8471.1082010149,9026.89641155349,9711.56913075837,10201.7108459183,11302.2363565679,12198.1019491959,12889.1558927851,13873.8722031101,15314.6422921427,16095.0539385304,17323.3270794246,18793.4761249754,20176.7724767155,21698.2539919415,22756.5214040766,24388.2912184138,26655.1563848861,27839.2330383481,30843.9427746423,32082.6952526799,35367.2316384181,37231.7126587823,38596.4912280702,40749.4145199063,36916.8356997972,44371.8788378813,44947.4286282958,46810.6409782097,49500.1372057858,69890.2145919961,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1974,1881.20627767443,121.884106681834,72.2524048318505,65.7084369413272,45.2909720743041,46.1978520157591,40.505309088727,37.1414372906255,29.3623545252632,27.6807030898585,29.9253393319728,31.4316487366573,31.160427111279,37.4291403266345,35.9787455560628,48.4748876998435,61.4202729422437,108.288182839121,120.194113493292,129.297192182175,112.770366954774,98.2570115470933,94.2779919812469,96.9122742541845,92.6277203234087,89.525729072164,87.5699998652769,88.0656653730525,87.9524589717346,97.8013108530536,107.181834895641,89.2826670125118,106.766235625328,120.919753832838,131.744810302444,135.680769333766,140.948106959648,162.285562034867,180.75303500358,193.992471096057,223.084243993176,254.868675812454,292.756358061651,336.520679347332,369.849796005197,405.556398548825,486.193010321991,522.846649740989,592.538847572405,680.858870472592,759.540407725511,822.45611984778,926.565465158287,1021.0785141806,1118.0644183831,1263.00260428427,1390.76906100428,1512.29538749907,1685.37541478256,1873.57396612051,2036.87219074443,2199.85598847908,2463.80001025894,2701.70206550795,3024.95865386595,3332.53484013697,3637.77899767383,3998.53920448806,4507.69983190653,4950.45197887575,5268.11568921606,5856.69967932691,6431.12259515033,7266.73015167309,7837.67628092743,8176.255758627,8713.56104462443,9524.18782242569,10278.3677781149,10879.3243301816,11781.8994605515,12875.3143624205,14307.125283965,14775.8674451362,16399.7404282933,17115.8680582007,18993.5249346814,19921.1614267859,21729.3054234063,22388.2873265213,25285.7499376092,26716.0428514747,28643.2612014007,29761.1444628944,31360.7237090087,33399.0425232329,38000.8616975442,38028.1690140845,37428.2433983927,45981.308411215,46258.5034013606,53333.3333333333,49180.3278688525,50000,66666.6666666667,50000,50000,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
