year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,,,,,
1961,1972.55124738141,130.138704197092,83.529217774151,65.5894762053909,47.7548211301038,41.7105551463697,30.556520775054,32.266279471313,30.4688563797876,26.0580660571975,23.9396720264932,24.0968797104273,25.1265565532277,26.9911961069169,26.3876948220533,30.2003900015881,36.0771735509551,39.8310215074327,40.8749402779225,46.3087911488267,40.8677587439976,44.4727664000788,54.7087787000488,55.7545971730354,58.2194208525073,54.6108822098187,57.5038659693675,50.8042955031848,59.5509979468936,68.9126524540645,75.1907412185323,83.4336665236517,87.8979908182234,98.2379680815911,101.481366247414,107.710944534518,115.161422608715,139.288417865254,156.010043146528,172.416431591995,181.663912188595,215.866561481972,217.056070718065,252.024840051479,263.643553915107,292.855223470952,323.145139007671,348.093643406034,395.284500818352,408.421114490135,453.29941766011,494.882435408505,561.149932247522,615.7803770248,646.175196855793,656.691384303766,753.785408206919,846.81242482134,917.748491763851,1010.23400562571,1155.20981190972,1256.63664162057,1385.73342771499,1550.21754232021,1691.68360448009,1872.09808858998,2035.87185811562,2324.93636708409,2640.98206439475,2880.92992759225,3303.98947941307,3507.75552223042,4105.25106285189,4524.51740882521,4988.22761973683,5545.4503685165,6215.48532770888,6927.45989944937,7656.31057207731,8607.19518397899,9352.33684592873,10412.1737753329,11670.4388213715,12774.4291568193,13813.1885138652,14967.442396503,16746.3922498694,17321.608040201,18931.5956810527,20462.2663137492,22413.4151687856,23298.5855182338,25273.8654147105,27823.5579253514,28533.6606552733,31128.4046692607,33374.9479816896,32740.6499080319,39741.5185783522,37567.084078712,37704.2452982049,40065.9830404542,42683.4436390747,41929.2736570077,28219.3465583664,43905.7157854232,50000,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1962,1959.07312669275,135.08995454833,73.1372198625541,64.4745325596389,46.3995541714795,50.2719662335707,35.0763834402548,30.5323298194134,25.5813085905232,20.4735312261759,22.24344089755,22.3335947781928,28.9586544732792,25.1139978529994,26.7553068470912,28.0836125737993,30.859031758651,37.0504653803098,42.8880214808471,40.8259826286796,46.1041277877213,49.4423826284189,47.7812154532167,52.5818727665556,51.350306478697,54.950252005459,60.869088850609,57.7216698320486,68.6712120468926,73.2478567209584,82.2400744998322,87.4623589009093,91.4486648494932,85.9402110112741,105.483356741157,120.073201252812,127.899081131215,132.671192820609,163.64042083688,171.333682496762,177.254244907133,204.081387368828,229.31563313369,242.246661076359,266.728948553131,283.633377145378,313.763105965833,359.253954563079,376.560417867322,423.383124704974,450.383794792875,475.39068010679,538.23823475014,586.51182896696,647.514181207005,670.576524858481,761.62911936808,832.924207283008,927.045891917086,998.953087806105,1095.78505777927,1264.25055707774,1472.59408941652,1498.94301101856,1688.99578259176,1826.22585193523,1995.71264625001,2295.31062571484,2586.61710181576,2833.50605938981,3120.39590495259,3393.47811823371,3970.87501875123,4455.71022130568,4974.09691807474,5447.82289055074,5947.4450762543,6733.40984228581,7600.70244759083,8525.16135330272,9128.71361314735,10174.9271137026,11472.0225672307,12459.21560288,14296.929763073,14772.3331316798,16515.8895847831,17860.151642797,18539.3515342754,19913.4199134199,22194.5007536774,23503.7625712075,24386.1992721913,27157.8947368421,29307.6923076923,28277.6349614396,32901.1345218801,31793.5648295636,34058.6565752129,35481.0238305384,42186.5503105423,41603.4421448995,40994.3436606598,44636.1754503925,60594.7119163507,26564.4272833145,50000,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1963,1931.62144437204,136.831194031637,76.2066715888187,60.3898341410967,54.8719293981175,41.7858793223805,32.959157471956,30.1006788495204,29.7480609672988,21.337600853504,22.338459965039,18.6961722974209,26.2908753400884,27.3878983883374,23.8677872223678,27.1760053989664,33.3012693722711,36.6343326950877,39.2646891059059,39.4114555964267,38.7118955157819,49.0670646877263,45.5824554059397,50.0845361771867,39.3523888955781,56.2597899437106,56.5449246418571,62.4698126057987,58.4146633233593,76.6696236218477,74.2010472679456,75.9167709256988,96.8047090047505,100.895670336673,106.721219637296,115.892886518338,132.149864307825,126.731239250475,160.190654983054,174.731405758395,175.686078575395,195.19542597175,232.822678814708,248.553674737519,264.417806313957,294.902281657249,321.266126714124,372.602803378691,383.09107937499,462.503434594153,454.357758271582,487.714289974476,556.551092405107,580.618330257967,646.363602285568,682.32423116777,775.059638610098,829.091318165199,902.994056116048,1037.45366449124,1102.2704647853,1206.12945014507,1452.87855223874,1574.82820562184,1676.8781051377,1859.66535691349,1996.35227417325,2375.47695353176,2639.15191554106,2896.01827545438,3232.71681120059,3435.64800501631,4002.18382973347,4561.10732750765,4988.31097279509,5519.92009177788,6140.39851706603,6333.69932651491,7711.93497884814,8532.41053593043,9573.03019970174,10288.5568486361,11981.5574396189,13093.8306895112,14112.1859017123,14999.2117294656,16380.5192344135,17891.8618646422,19333.722969024,20642.0383121635,21634.5450109783,23505.0996600227,26457.1532980084,27132.0708008417,29406.3926940639,30250.0341576718,32138.0112424889,34348.3556638246,37129.1866028708,31818.1818181818,39810.4568643451,41934.0440155899,42147.636299848,44253.8291715258,49093.9645514158,55274.0408172242,50000,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1964,1844.24951023821,120.882829085348,73.0211009184311,55.2442406747043,46.7026616961127,41.2880420413677,31.0415167969096,31.4874760483986,28.8382294385408,24.3888559187689,22.6446560609754,23.1576849854726,26.8391238517125,29.5010730683109,26.6527935459235,30.4796364074341,44.0102507208971,33.6407904104705,42.0198603302127,50.0054527222383,48.1106070743624,47.4279806114415,43.53491765135,47.6520466242574,44.8050608948253,58.3735019678946,55.0078720725033,55.5098001948877,60.5315773061614,74.8715484996054,75.0677606328691,70.7164459934714,83.1059631583933,91.4080838469492,94.7353774464671,100.384511173329,107.337770555852,132.686702938228,148.154455276938,147.513217663791,179.63714407482,185.857673295953,233.841272856316,244.207357778344,265.615527421383,278.540474378908,339.847068819031,360.786687959671,370.949218482085,424.590137832574,446.172207652674,463.405388956217,523.435900934707,587.254511383589,655.93627738588,648.517683480836,740.012687487578,789.984788679766,884.412095269641,963.601557180116,1078.59230025961,1125.68345066648,1286.41437517016,1450.93476068575,1606.80422883852,1768.70725271526,1907.28570419052,2182.14672930972,2395.27051857324,2654.81715186031,3001.03249366799,3157.1483024951,3639.6305291956,4144.09147774439,4719.46880957504,4945.54079498996,5472.62707907546,6028.76022100792,6183.81377397178,7547.31886686081,8532.42182923035,9301.11062070456,10360.0790132484,11728.9925712944,12958.0485189653,13352.4074606791,14623.8353497427,15768.3681098348,16693.1794185965,18825.5675461075,19129.119190582,20369.4458312531,22944.5506692161,24525.5114616712,25832.9062019477,26417.0566822673,31033.1384015595,29859.4847775176,32645.4033771107,30616.9078446306,33321.7698088846,39145.4238014542,40620.198423057,40270.2958891162,46170.0168492386,45211.1181680477,50000,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1965,1707.41605791052,122.484009323911,74.969423185258,54.6610577133312,52.4452304922473,41.6743565777018,33.4273173851118,29.8917843295409,23.3604973988985,23.0771985342,24.3332684446175,32.78238493183,25.8644380142578,27.9249712955696,32.6908995711645,28.6115723591774,41.0756850615202,42.3066909658943,38.2189141394146,52.6500294337476,42.5903447688409,45.6491625739831,46.3225703337799,47.6231072019661,51.7680665874553,55.5358391777132,55.4655715166589,56.8763000031267,64.8787295839463,65.45403383423,76.4818355640535,71.0284081637877,73.413307427718,86.8854916525682,97.2948195683836,108.724233390748,112.435349673937,136.304655786103,152.970318543305,165.220865603774,188.044604745793,205.081970178243,236.390827381529,231.692499566059,259.315494831969,275.665821884309,339.372161501223,355.002487772041,366.435729346844,430.741893534327,447.721147415592,466.774958457029,539.138614526641,593.107567144318,623.487582971705,672.167536535865,700.852040091227,812.990302226267,900.138039889737,982.969742829009,1041.76248735167,1145.16672280229,1301.26343425636,1423.65601511126,1601.53446433217,1789.94540862055,1860.02424625402,2173.01767442864,2416.50733009682,2676.98348539092,2978.04861021074,3179.64212004511,3891.20464568921,4121.00737821257,4596.35108889804,5074.53119171093,5572.9040246327,6127.35317850904,6886.27989353918,6820.97164045001,8454.35664512122,9101.40177446498,10305.269683819,11625.5934885824,12962.088832274,13488.3823496983,14997.1667820941,16316.8945896842,17202.6482208109,18561.2487275195,20049.7026715186,21557.9763337933,23184.5120505729,25522.5646515297,27133.8724168913,27806.8644560791,29541.3506681112,30786.6440294284,31931.330472103,32221.4336408801,33483.6233070061,33068.5284298124,38047.870925922,38193.8134075131,38911.2017552829,44322.592771684,50000,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1966,1714.85703196848,126.451810431331,70.9335146078707,54.4271542020237,50.9323697163155,36.7314486221714,32.0009934636777,27.7039949646774,27.0164763326992,24.2221220124976,24.4808463986546,28.7830733805448,24.8842414520624,23.5160875717477,26.6470892133671,40.9955843788309,33.3273515010126,45.8134849283487,41.6923425827719,49.4467747552122,48.0149239829298,39.8639346231472,44.2447177959324,48.0265927021164,50.5133566712873,52.1598201728105,56.8556447087785,57.5427476219353,66.3687513299792,60.4253339255016,66.5445150606797,73.1359703955593,75.1332816458985,88.9421560587901,103.021715571411,108.767328309883,108.954614613872,129.473341141419,142.303219460862,156.061987237922,178.07561518002,180.730716879684,222.542344862842,249.279299181524,248.01338190584,290.66931975576,311.837480180583,363.253610123287,387.936320408456,421.741965504308,489.197742209578,487.829080137794,538.765956709449,585.221735960137,656.017743613057,668.210503986282,739.367989666928,801.20289590093,899.999307905792,959.521261344636,1038.82470337834,1147.49963183779,1300.06865196432,1417.55455015433,1599.33249683127,1820.95159405883,1955.04596963866,2100.24201185507,2414.88672069402,2710.44712926981,3034.50022556927,3206.9562350614,3764.23062798384,4157.08602503741,4690.02091061079,5084.06838920274,5880.99944278265,6115.05140483269,7082.61577109633,7693.99043720116,7956.61181005709,9418.89380192995,10541.4895223068,12013.0518745422,13145.9672921461,13754.8348493806,14931.3976561573,16284.7556651602,17718.2952182952,19488.6778670562,20880.5870580387,21624.0316557989,23559.8754081135,25550.8430743767,26957.4435862487,29387.4818699096,31040.1043364852,30112.5949201362,35620.9150326797,33202.614379085,38801.6384039677,38979.4319408067,37552.2250460852,41845.6289577569,41344.3868116875,47434.7565850447,63188.0302732354,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1967,1667.98360807824,121.335026479397,70.2869348372773,44.8367898550418,43.5062599477494,32.8005626727395,29.7080385381817,28.6918660950609,28.4761256892378,26.83636526281,26.5662137084242,27.2524700890782,26.6944143299974,27.3775525541646,27.3604852287242,34.0853757506898,37.5444849266825,42.4604555034889,47.3269470563497,42.6691735756882,36.8204393414822,44.0929837039681,42.1197073872404,46.3798192759246,49.8138747884941,47.7090806283463,48.1179326786378,52.6485826762232,59.6866894228357,59.1922942395136,65.9573465693821,74.4212364996187,73.4451750600273,79.5017038369189,88.2560881675157,103.763100858962,114.14351386188,117.10735884168,132.781321099549,161.42775209609,171.013003992249,183.435725462619,207.626159764653,235.60926692694,254.813988522434,277.843767107016,319.509578544061,338.050258080095,357.111240652555,413.915033019604,450.538473202966,473.049779756548,510.869814556686,569.225587508706,611.155627385205,630.713233864022,734.633773135548,756.467577402942,879.013719610876,946.7244228107,1025.03540041162,1104.27696082002,1226.71137453069,1400.43036732228,1532.87641028667,1659.96456109974,1880.41085599373,2083.08563003828,2275.36135826641,2526.33481845264,2784.68925522954,3047.99769777595,3555.16906235613,3943.80813020711,4440.24608132897,4825.25205014418,5517.39926739927,5702.73333878677,6302.23023286571,7076.61433364078,7997.65570407772,7867.46679901939,9914.94532199271,10922.8807882625,12381.7518888374,12640.0592001005,14230.5825042995,15364.6793791928,15999.6965443994,18235.5530403069,19456.6240214627,20570.2063280904,22529.6442687747,24153.9287981638,25730.83287369,27550.0770416025,29674.6068815195,30000,31627.1963330787,35235.7320099256,32181.8507393434,32328.0378143762,31661.3496879668,30782.1976317378,32951.4030792379,36453.1670376481,50000,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1968,1618.15364073678,117.097146747129,70.6853713217526,56.9244616594846,48.3314567079946,35.787508434857,30.8094523399779,28.5469923459804,31.549737444041,25.7666176452715,23.8709773673296,18.8407274585536,28.3313376667807,31.5732172019597,28.6766784902131,31.5486932691665,38.563168914827,34.2910199732003,38.1693957784648,39.6354029254818,40.4402075627732,38.4390406952453,41.6439131135111,41.507214191766,41.0741545460848,50.8993811778443,46.8952662493582,55.3477817399761,54.8635645641662,59.3462916060965,68.1193754210156,69.1641240180072,79.5019527473802,85.9076682068985,92.1160275446248,103.116735145939,102.861648003745,126.615542655104,139.654199526843,154.737722547497,175.61104251825,182.3414686803,212.915238300736,230.911504726027,252.659555905464,290.551581144356,304.171663803442,341.32558805805,372.234586380215,430.952574856802,455.71779046767,486.521403475603,549.596297080046,564.344803822351,647.731180728373,658.135083252036,754.918119016727,804.964083348186,890.15498581194,947.941034289239,1069.38919204365,1135.18419601252,1283.84594437453,1460.69512131412,1597.5259364027,1673.14426929175,1860.13606337559,2205.60542989729,2311.02269057475,2600.25045424626,2953.3409258339,3204.52177182733,3686.19898394584,4079.64902824474,4721.40294748469,5068.14214042215,5752.19203913071,6073.45762983116,7052.70604003525,7496.5117615194,8312.17972833293,9061.47007761228,9221.51473458548,11719.5783696127,13060.2104442712,13642.600189765,15470.9111393437,16452.3631051913,17628.1485145017,19458.5448392555,20897.2414719828,22459.8930481283,24476.9048559021,26267.2390172619,27196.0555339302,28624.9882838129,32980.0763035184,32597.5473801561,33183.8565022421,35226.6207687894,40997.5122297026,39944.9592752686,39349.3225196791,38497.0519342646,37836.6239084523,40680.9218596461,47343.8656595955,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1969,1575.70404205677,118.572162380067,67.0491826104839,46.0225638403273,44.5469865644608,35.6126111039274,24.1864603331253,22.7213818129677,25.1703575563702,20.5955958952498,16.1387738933325,23.1947674599859,19.9185924539577,26.4952770161501,23.9777442937056,26.9137759894477,34.990484457948,44.070600013058,37.8865571962903,44.097988249776,40.4352968665066,37.9809162952914,44.1274116567137,44.5939068984151,53.4879718261376,42.5755584756899,51.4224353060391,54.3177347403927,68.7695213481385,54.0744161178215,59.8789718961977,61.500802250564,87.9732020092341,71.7203094219064,90.3661732462225,103.378935650663,111.460111492048,117.54851190063,136.3489576481,153.076874968357,166.876381618522,200.82192686835,233.933880740566,250.562905496455,272.565019301937,273.470162100633,316.678298433436,358.606357254747,385.990508063424,416.77038512144,483.003189740724,497.495820507727,561.633936381962,620.368413083207,640.049678749534,697.30932521535,787.339774703508,829.086236007931,913.51424388518,990.519315126645,1084.56559269563,1181.14439198393,1306.86418480576,1442.15509649386,1588.43846958723,1755.65411095722,1890.46685602272,2155.21933166431,2475.56212588855,2676.25802974285,2910.11420079223,3290.36940184371,3720.93215830213,4142.84432716524,4550.97772930698,5072.87686237413,5603.70170188644,5985.80933046572,6766.1878005507,7431.18839192539,8153.98273282567,8662.73544580124,10064.0406102375,9322.02290059825,12263.5079555336,12993.0767992272,14440.7590066734,15656.088058403,16825.312784153,17770.0048739929,20021.665234769,20265.780730897,23023.4717730315,24854.0305010893,26135.379284742,28754.5624499243,29449.4922501336,32158.4984358707,34805.5372445616,32017.075773746,36777.474082704,39528.365032763,39926.3164620794,56160.0237148674,42503.2848532593,52995.399313245,44794.3618622349,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1970,1614.77046828805,106.006713758538,64.123258169082,46.0304144888258,42.7755332504914,38.5774665202701,31.5082666621249,27.1004178884438,23.0151125195573,20.4224697649924,25.0179816743284,21.7618544034134,27.9112422496461,21.9631716370185,20.5566582882711,26.8897439827475,30.8498338195917,36.6487141081615,39.1235778916709,42.0769384611788,51.7208480210499,43.3077962501255,42.8272353880535,45.3246010707417,43.5412120194729,49.1088347861364,53.0024853155428,47.1917461360033,53.3883395013044,60.1544611324562,66.6568821702013,66.2515309270048,75.8704450964136,79.622994380098,80.4091516834498,88.1583528442248,106.21417910569,119.464938001541,133.989977054603,150.419196126256,172.206779226738,189.51102861377,206.015470766465,239.615909791658,253.406501217303,281.992864204961,318.148869979213,373.899025122638,406.244407608135,412.994735876765,447.853592674917,521.637929242898,567.181659121346,567.663003569445,624.294348143721,679.105011080134,728.180129349965,830.067380301777,880.337457914509,966.325119100275,1096.23668759516,1118.75442321302,1283.67631514816,1380.20322958053,1553.59603780064,1691.72730301695,1889.32247501244,2098.98581713322,2346.88537529062,2584.23454613582,2928.85362612213,3114.44471328333,3574.02752050807,4027.90100171213,4414.79939370697,4930.07480146624,5550.24933379066,5969.96512006101,6653.47605412248,7157.31735452865,8167.9119802287,8676.69969225574,9786.22908454362,10763.7522823795,10061.372774943,13043.6772889868,14253.0934674607,15143.1774177112,16840.9737307684,17973.4536546207,19673.4480048895,20858.7812951653,23540.2468226193,24842.7017792408,26078.9077866482,29475.9643422478,30907.7269317329,30025.0529967238,34196.8911917098,33716.8584292146,34548.0992175564,40617.9238354565,42102.2110565206,47752.9830358037,49751.2710470079,62902.9191466583,38952.0824417487,62872.5696977144,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1971,1542.41995208016,110.352211387879,58.7977872283127,49.9888417763892,37.580632723173,35.5207851409101,29.8706643214255,26.7648620530376,23.8944925407147,25.9696066052351,27.4747289732465,18.5435690664739,21.1994244478098,25.7582748457942,26.9415560673026,28.0342122189865,39.8730528210185,42.0303827129036,38.063518496491,43.1466132571964,41.9903422212891,40.0716248791866,43.2348874141794,38.3496131200794,40.7157665573988,47.2061808626143,44.0215412074975,50.7412607476499,52.6323079267026,54.1366936392409,60.7046910518702,64.5532579602998,79.2733579252856,81.4205124594811,84.3072675644001,88.1635715625586,101.131628044847,131.114259733119,128.478969598664,137.657369874166,172.351754812998,177.321901941585,200.091169359874,229.378883578913,245.332040660091,275.746573018703,319.749721081628,361.530356592724,385.49599184442,420.826572868924,441.01626356913,473.929125402697,580.147257556117,592.68851479231,618.350839339718,676.840867091286,710.129176543136,815.786816564152,885.582812635659,947.089642466463,1028.99478642642,1098.8447311877,1232.66299291491,1396.77251188975,1465.04498921522,1631.54107756739,1735.86267397513,2012.95890747237,2192.70742998946,2438.22306106043,2707.72929778658,3037.29596443065,3447.6611811987,3804.97778005894,4242.90414319969,4710.8964072126,5230.35567739788,5734.04328884586,6411.48999084743,7094.98014884349,7878.27628711595,8521.62786342925,9392.27922809216,10506.6986146371,11521.4577484913,12678.7270025111,14140.806520742,15210.0704136577,16352.2837865914,17968.2659411115,19363.1218852944,20794.1483803553,22096.9225747099,25035.0940520595,26005.7790620138,27807.0658588402,29766.1233167966,30997.1098265896,31768.3441102052,33563.2183908046,37047.4609601865,42629.4586237708,30338.3256641173,39921.8783000296,50275.3941374437,59602.4795250315,53000.3176458807,49509.4897865681,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1972,1492.02352380425,108.166079714497,74.2274163085881,57.8992485488578,43.6987030449032,33.7738091736203,32.2676591349853,24.2833979995208,28.7119660896569,25.8913999612735,20.8057647628646,17.8299978283977,18.289677614741,17.049883086516,24.4726518116005,30.2278100976256,39.265165515761,46.5788131018393,40.9344602555255,45.6627633362323,44.4278320415121,41.9414218141995,45.3141402774736,44.5010919697296,41.8068230995127,45.4163828142741,46.358976520232,47.1521191662648,52.2151477209154,58.6235686194428,62.827129786585,56.0622582720186,69.5495143735663,75.167262374829,84.3650152087114,94.9672022878744,108.631509085758,121.105204186235,127.828032165707,143.053219664018,159.055997983008,183.338611263052,203.983358307835,226.99077246288,255.833363573684,298.770240349988,314.220884249425,347.655489278218,376.038095399537,446.878006219379,468.887265953281,520.254748895401,533.891299731375,617.845441613952,652.427964066275,683.38969037538,751.466998225956,837.179530370919,906.433562540018,971.385233758109,1080.27067782772,1147.70192136695,1245.83806990311,1409.34889356546,1513.68731511116,1670.27245058854,1793.30551390633,2056.77014897019,2288.85207600467,2568.84616959983,2829.00626678603,3086.55456067555,3604.79474174123,3959.1854741632,4368.21987582341,4814.16573518122,5414.99425712627,6056.99309337372,6621.22401229832,7420.38596557333,8132.01722204533,8805.84192439863,10070.4573758466,10810.3813311772,11604.4431713295,13078.9742030693,14709.6357795608,15425.107252836,16771.6443434204,18411.3348872535,19625.2904246379,21528.0249576014,23927.591881514,24977.8701458646,27369.9978600471,28829.7792178434,30928.7351304158,31468.2943370634,35521.8414857442,35105.4852320675,36522.1817795396,37676.1817994108,39142.314033488,41995.9511674926,43686.0212041517,52444.9116246848,66218.2357523133,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1973,1458.33064276582,101.304385503464,60.3590673372206,53.8408860131768,35.0155480328604,37.1114682308963,30.1273206769478,25.2515548919398,22.7636340208953,18.5469139876081,22.7596394254406,22.7880510184248,18.2435560339421,18.4962106481262,22.6120298430166,33.3221430614097,40.8977046163284,41.0331466804315,44.8603352705656,48.3668349919672,41.8694857031506,47.8102887741442,41.4258787464529,40.6891026043537,45.0678561996167,48.6889647027652,42.579215081391,54.1842820648705,51.3165654440696,55.2777573787127,51.8422101504818,60.8074622917725,79.4890637648292,74.2459680314583,82.2756844879862,90.0332016636169,99.2121931785417,112.258432709222,122.292993630573,147.361782979551,170.116063055924,180.435944460632,214.995642390582,220.46357258823,238.810487684915,296.009632444597,317.151285919167,348.912372444348,377.538759970469,418.846680817532,462.341640961502,462.394854361575,552.93576544202,577.702144493076,638.986550588761,690.30821719771,751.419492629057,776.142854304322,888.662478066452,958.901994038802,1052.56707514326,1133.77753794899,1246.13235218819,1353.42674734816,1463.19643088369,1681.43972337508,1807.04517301695,2018.57445145184,2226.31749110896,2550.6325906657,2768.89636797083,3035.34104272112,3493.07686085817,3820.07799539602,4291.54820593644,4744.37150951976,5301.44611669072,5831.71604551403,6506.20652220492,7375.85345335505,8006.3996962856,8742.32781464453,9790.29207816768,11092.5870512072,12110.4960780713,12792.4966739509,14592.6510567395,15544.8468832582,17153.8429734982,18299.9347801067,20193.8584864986,20684.8357791754,22965.4640682743,24863.7797533697,27530.2812564155,29460.3361840165,31049.0693739425,31817.4665617624,33856.8935427574,35056.5428109855,36389.1231058948,39572.5430383614,40153.2353218983,39183.2368998287,39549.2308089844,50003.6492202139,43247.2252147264,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1974,1438.12476538713,100.149177822318,59.1468375462161,46.7154635122166,36.6939898795608,29.6982454231263,26.6448690562749,27.1703405057189,25.2942101552955,20.0031617900894,22.6444635903983,25.1760112364513,19.4242604547733,20.5049690374968,25.3448498436081,32.719776923832,35.4618283176338,39.0224991487739,40.4448938321537,40.2046685661139,44.1759037435811,42.6459438968916,35.3056259382205,42.4527325063679,44.4535416538476,38.4754937891299,47.1550364198621,44.2778255180873,45.2617594044617,53.560704837235,58.5571308080347,55.4052276791086,66.2835254893756,77.0901726362553,79.0135906450368,96.0488442020452,110.064080725991,124.539592693262,117.450536163272,133.04677105721,168.11982716102,172.273098195666,192.350095940475,213.235854085751,245.716482829885,268.517534134228,300.529351852275,366.831178560822,364.809058938552,418.750354657397,463.198811608225,493.926289912397,535.40864356012,577.790662780821,616.411002171641,694.359035628068,725.163161711385,833.921565408671,892.1392550514,966.901131859892,1073.31686654961,1123.62301454143,1288.94140461107,1343.83812265933,1478.51295032694,1644.73979212067,1859.13719160851,1970.13088747863,2212.92809040268,2426.18599656144,2707.2112533424,3020.6510956804,3426.68111561056,3703.64588618216,4237.11926835431,4673.57859838497,5276.13436398661,5763.4823763856,6295.66511919453,7010.84662396535,7954.84298757162,8717.18526598175,9680.48295055703,10577.7872986453,11860.7355875417,12914.3973301218,13877.5058911332,15368.3149197235,16673.4544269773,18038.1600428708,20097.4878140232,21348.9665659577,23043.4895765557,25440.7452130412,27841.561423651,27372.3411874239,29912.3904881101,33277.6173833764,34182.4918943956,36473.2479276564,38137.1932032725,41422.5941422594,44808.7431693989,50154.7987616099,57142.8571428572,51282.0512820513,50000,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
